"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"17.01.2020","Fri","-0.56714","-0.55129","-0.50386","-0.44414","-0.42400","-0.36329","-0.27157"
"16.01.2020","Thu","-0.56643","-0.54914","-0.50114","-0.44557","-0.41871","-0.35886","-0.27200"
"15.01.2020","Wed","-0.56600","-0.54929","-0.50100","-0.44486","-0.42143","-0.36043","-0.27343"
"14.01.2020","Tue","-0.56614","-0.55300","-0.50643","-0.44714","-0.42114","-0.36014","-0.27257"
"13.01.2020","Mon","-0.56657","-0.55286","-0.50743","-0.44829","-0.42414","-0.36100","-0.27329"
"10.01.2020","Fri","-0.57100","-0.55300","-0.50314","-0.44914","-0.42329","-0.36014","-0.27343"
"09.01.2020","Thu","-0.57071","-0.55271","-0.50871","-0.45214","-0.41571","-0.36443","-0.27243"
"08.01.2020","Wed","-0.56971","-0.55314","-0.51286","-0.45414","-0.41643","-0.37100","-0.27600"
"07.01.2020","Tue","-0.56086","-0.55200","-0.51843","-0.44929","-0.42471","-0.37814","-0.27286"
"06.01.2020","Mon","-0.57071","-0.55271","-0.52286","-0.45657","-0.41714","-0.37229","-0.27029"
"03.01.2020","Fri","-0.56657","-0.54900","-0.52086","-0.45057","-0.40986","-0.37157","-0.27129"
"02.01.2020","Thu","-0.56643","-0.54671","-0.51243","-0.45043","-0.40700","-0.36586","-0.26514"
"31.12.2019","Tue","-0.57200","-0.54814","-0.51357","-0.45057","-0.41429","-0.37414","-0.26929"
"30.12.2019","Mon","-0.56900","-0.54200","-0.50700","-0.44757","-0.41871","-0.37414","-0.26714"
"27.12.2019","Fri","-0.57014","-0.54686","-0.51414","-0.46086","-0.42029","-0.37686","-0.26343"
"24.12.2019","Tue","-0.57443","-0.54771","-0.52014","-0.46529","-0.42629","-0.37743","-0.26400"
"23.12.2019","Mon","-0.56629","-0.54814","-0.52043","-0.46357","-0.42729","-0.37814","-0.26971"
"20.12.2019","Fri","-0.56843","-0.54200","-0.50557","-0.45943","-0.42029","-0.37914","-0.26800"
"19.12.2019","Thu","-0.56771","-0.53943","-0.51200","-0.46371","-0.43171","-0.37986","-0.27200"
"18.12.2019","Wed","-0.56329","-0.54214","-0.51900","-0.46571","-0.43129","-0.38457","-0.27529"
"17.12.2019","Tue","-0.56543","-0.54471","-0.52357","-0.46871","-0.43571","-0.38686","-0.27371"
"16.12.2019","Mon","-0.57000","-0.54729","-0.52129","-0.46986","-0.43286","-0.38629","-0.28114"
"13.12.2019","Fri","-0.56986","-0.54743","-0.51814","-0.47114","-0.43729","-0.38957","-0.28586"
"12.12.2019","Thu","-0.56943","-0.54414","-0.52071","-0.47143","-0.43486","-0.39057","-0.28586"
"11.12.2019","Wed","-0.57000","-0.54371","-0.51743","-0.47071","-0.43643","-0.39457","-0.29200"
"10.12.2019","Tue","-0.56957","-0.54429","-0.51300","-0.46571","-0.43686","-0.38786","-0.29029"
"09.12.2019","Mon","-0.56829","-0.54357","-0.51329","-0.46557","-0.43857","-0.39900","-0.29243"
"06.12.2019","Fri","-0.56971","-0.54157","-0.51143","-0.46257","-0.44271","-0.39714","-0.28857"
"05.12.2019","Thu","-0.56829","-0.53871","-0.50829","-0.46314","-0.44943","-0.39571","-0.29029"
"04.12.2019","Wed","-0.56929","-0.54000","-0.51114","-0.46214","-0.44800","-0.39543","-0.29171"
"03.12.2019","Tue","-0.56857","-0.53900","-0.52014","-0.46157","-0.45171","-0.39286","-0.29043"
"02.12.2019","Mon","-0.56771","-0.53814","-0.51443","-0.46029","-0.43400","-0.39386","-0.28743"
"29.11.2019","Fri","-0.56771","-0.53500","-0.51557","-0.45957","-0.43400","-0.39457","-0.29143"
"28.11.2019","Thu","-0.56771","-0.53700","-0.51286","-0.45686","-0.43443","-0.39586","-0.29343"
"27.11.2019","Wed","-0.56600","-0.54043","-0.50029","-0.45857","-0.43471","-0.39657","-0.29329"
"26.11.2019","Tue","-0.55929","-0.54243","-0.50114","-0.46143","-0.43529","-0.39829","-0.29271"
"25.11.2019","Mon","-0.56757","-0.54671","-0.50286","-0.46629","-0.44200","-0.39800","-0.29843"
"22.11.2019","Fri","-0.57100","-0.54600","-0.50071","-0.46471","-0.44500","-0.39943","-0.29240"
"21.11.2019","Thu","-0.56914","-0.54486","-0.50043","-0.46757","-0.44614","-0.40143","-0.29529"
"20.11.2019","Wed","-0.56986","-0.54600","-0.50057","-0.47043","-0.44800","-0.39629","-0.29471"
"19.11.2019","Tue","-0.56857","-0.54343","-0.50114","-0.47000","-0.44743","-0.39714","-0.29157"
"18.11.2019","Mon","-0.57100","-0.54586","-0.50343","-0.46043","-0.43986","-0.39686","-0.29314"
"15.11.2019","Fri","-0.56900","-0.54443","-0.50257","-0.46114","-0.43657","-0.39486","-0.29743"
"14.11.2019","Thu","-0.56386","-0.54314","-0.50229","-0.46243","-0.43571","-0.39414","-0.29757"
"13.11.2019","Wed","-0.56586","-0.54486","-0.50157","-0.46229","-0.43700","-0.39500","-0.29700"
"12.11.2019","Tue","-0.56657","-0.54486","-0.50529","-0.46200","-0.43757","-0.39114","-0.29243"
"11.11.2019","Mon","-0.56586","-0.54400","-0.50471","-0.46000","-0.43714","-0.39086","-0.29214"
"08.11.2019","Fri","-0.56500","-0.54371","-0.50400","-0.46100","-0.43729","-0.38900","-0.28729"
"07.11.2019","Thu","-0.56643","-0.54400","-0.50457","-0.45614","-0.43671","-0.39057","-0.28957"
"06.11.2019","Wed","-0.56600","-0.54400","-0.50471","-0.45857","-0.44600","-0.39700","-0.29600"
"05.11.2019","Tue","-0.56457","-0.54429","-0.50414","-0.46043","-0.44471","-0.40614","-0.30329"
"04.11.2019","Mon","-0.57029","-0.54457","-0.50714","-0.46457","-0.44214","-0.40886","-0.31014"
"01.11.2019","Fri","-0.56614","-0.53943","-0.51257","-0.46457","-0.44129","-0.40871","-0.30929"
"31.10.2019","Thu","-0.56943","-0.54329","-0.51457","-0.46214","-0.44000","-0.40471","-0.30329"
"30.10.2019","Wed","-0.56971","-0.53271","-0.50829","-0.46129","-0.43743","-0.40129","-0.30029"
"29.10.2019","Tue","-0.56900","-0.53014","-0.50457","-0.45586","-0.43586","-0.40157","-0.29929"
"28.10.2019","Mon","-0.57200","-0.53214","-0.50229","-0.45729","-0.43500","-0.40243","-0.29986"
"25.10.2019","Fri","-0.57400","-0.52786","-0.49700","-0.45714","-0.43129","-0.40457","-0.30329"
"24.10.2019","Thu","-0.57214","-0.53257","-0.49729","-0.45443","-0.43000","-0.40571","-0.30914"
"23.10.2019","Wed","-0.57343","-0.54143","-0.49800","-0.45829","-0.43200","-0.40557","-0.31657"
"22.10.2019","Tue","-0.57257","-0.54857","-0.49643","-0.45357","-0.43000","-0.40271","-0.31386"
"21.10.2019","Mon","-0.57214","-0.55786","-0.50086","-0.45343","-0.43214","-0.40243","-0.31200"
"18.10.2019","Fri","-0.57186","-0.54900","-0.49871","-0.45400","-0.43529","-0.41070","-0.31571"
"17.10.2019","Thu","-0.57371","-0.55029","-0.50286","-0.45629","-0.43957","-0.41000","-0.31543"
"16.10.2019","Wed","-0.57243","-0.55143","-0.50486","-0.45500","-0.43429","-0.40686","-0.31571"
"15.10.2019","Tue","-0.57500","-0.55871","-0.50314","-0.45371","-0.43500","-0.40643","-0.33514"
"14.10.2019","Mon","-0.57329","-0.55871","-0.51529","-0.45200","-0.43686","-0.41114","-0.34129"
"11.10.2019","Fri","-0.57329","-0.55971","-0.51814","-0.45757","-0.44014","-0.41629","-0.34643"
"10.10.2019","Thu","-0.57400","-0.56057","-0.51786","-0.45671","-0.44257","-0.42086","-0.35214"
"09.10.2019","Wed","-0.57371","-0.55357","-0.51743","-0.45857","-0.44129","-0.42271","-0.35986"
"08.10.2019","Tue","-0.57414","-0.55214","-0.51600","-0.45814","-0.44300","-0.42386","-0.36171"
"07.10.2019","Mon","-0.57357","-0.55286","-0.51686","-0.45929","-0.44200","-0.42786","-0.37000"
"04.10.2019","Fri","-0.57614","-0.55400","-0.51414","-0.46343","-0.44286","-0.42586","-0.36986"
"03.10.2019","Thu","-0.57414","-0.55243","-0.50986","-0.45914","-0.44743","-0.42643","-0.36629"
"02.10.2019","Wed","-0.57286","-0.55871","-0.51100","-0.46143","-0.44871","-0.42429","-0.36414"
"01.10.2019","Tue","-0.57357","-0.55457","-0.51100","-0.45614","-0.44629","-0.42229","-0.35843"
"30.09.2019","Mon","-0.57914","-0.55429","-0.50643","-0.44857","-0.44071","-0.41614","-0.36100"
"27.09.2019","Fri","-0.56929","-0.55329","-0.50786","-0.44957","-0.43686","-0.41557","-0.35714"
"26.09.2019","Thu","-0.57400","-0.55357","-0.50671","-0.45100","-0.42871","-0.41700","-0.34800"
"25.09.2019","Wed","-0.57414","-0.55386","-0.50486","-0.45086","-0.42657","-0.41957","-0.34986"
"24.09.2019","Tue","-0.57043","-0.55614","-0.50300","-0.44600","-0.42314","-0.40986","-0.34986"
"23.09.2019","Mon","-0.56971","-0.54743","-0.50200","-0.44600","-0.42529","-0.40529","-0.33843"
"20.09.2019","Fri","-0.56771","-0.54671","-0.50071","-0.44743","-0.42271","-0.40800","-0.33329"
"19.09.2019","Thu","-0.56457","-0.55571","-0.49686","-0.45129","-0.41914","-0.40571","-0.33171"
"18.09.2019","Wed","-0.54486","-0.55671","-0.49657","-0.45400","-0.42100","-0.40129","-0.34000"
"17.09.2019","Tue","-0.47229","-0.53914","-0.49700","-0.45786","-0.43100","-0.40129","-0.33643"
"16.09.2019","Mon","-0.46771","-0.54300","-0.49600","-0.45700","-0.42171","-0.39900","-0.32300"
"13.09.2019","Fri","-0.46443","-0.51786","-0.48971","-0.45114","-0.42286","-0.39729","-0.32014"
"12.09.2019","Thu","-0.46314","-0.52000","-0.52186","-0.49529","-0.46571","-0.45586","-0.39000"
"11.09.2019","Wed","-0.46214","-0.48329","-0.51371","-0.49186","-0.46214","-0.45429","-0.38500"
"10.09.2019","Tue","-0.46143","-0.47171","-0.51400","-0.49400","-0.47186","-0.45714","-0.39171"
"09.09.2019","Mon","-0.46014","-0.46100","-0.50986","-0.49457","-0.48086","-0.45743","-0.38886"
"06.09.2019","Fri","-0.46243","-0.46000","-0.50671","-0.49400","-0.48229","-0.45743","-0.38571"
"05.09.2019","Thu","-0.46871","-0.46000","-0.50657","-0.49457","-0.48100","-0.46443","-0.39643"
"04.09.2019","Wed","-0.46571","-0.45400","-0.49586","-0.48800","-0.48086","-0.46329","-0.39543"
"03.09.2019","Tue","-0.46686","-0.45943","-0.50314","-0.49500","-0.48186","-0.47386","-0.40671"
"02.09.2019","Mon","-0.46429","-0.46429","-0.48771","-0.48529","-0.48114","-0.46529","-0.40314"
"30.08.2019","Fri","-0.46743","-0.46586","-0.48614","-0.48700","-0.47257","-0.46029","-0.40229"
"29.08.2019","Thu","-0.46786","-0.45929","-0.47443","-0.46257","-0.45814","-0.45714","-0.39514"
"28.08.2019","Wed","-0.46600","-0.45743","-0.46314","-0.45371","-0.45486","-0.45471","-0.39429"
"27.08.2019","Tue","-0.46414","-0.45229","-0.45771","-0.44743","-0.44729","-0.44229","-0.39029"
"23.08.2019","Fri","-0.46729","-0.45700","-0.45286","-0.45257","-0.44871","-0.44043","-0.38500"
"22.08.2019","Thu","-0.46600","-0.45571","-0.45171","-0.45086","-0.45471","-0.44057","-0.39129"
"21.08.2019","Wed","-0.46457","-0.45529","-0.43929","-0.44743","-0.45843","-0.45086","-0.41557"
"20.08.2019","Tue","-0.46429","-0.45800","-0.44671","-0.44743","-0.44714","-0.45071","-0.42014"
"19.08.2019","Mon","-0.46886","-0.45771","-0.44329","-0.44814","-0.44286","-0.44843","-0.41786"
"16.08.2019","Fri","-0.46757","-0.45729","-0.43443","-0.45343","-0.44271","-0.45171","-0.42771"
"15.08.2019","Thu","-0.46771","-0.46114","-0.42786","-0.44500","-0.42986","-0.44029","-0.40514"
"14.08.2019","Wed","-0.46729","-0.45529","-0.42271","-0.43657","-0.42586","-0.43600","-0.40210"
"13.08.2019","Tue","-0.46686","-0.45000","-0.42271","-0.43543","-0.42500","-0.42886","-0.39243"
"12.08.2019","Mon","-0.46657","-0.45543","-0.42600","-0.43357","-0.41786","-0.43314","-0.38414"
"09.08.2019","Fri","-0.46571","-0.45771","-0.42571","-0.43200","-0.41714","-0.43071","-0.38471"
"08.08.2019","Thu","-0.46629","-0.46186","-0.42957","-0.43900","-0.42286","-0.43114","-0.37743"
"07.08.2019","Wed","-0.46386","-0.45614","-0.42971","-0.43071","-0.42000","-0.42929","-0.36886"
"06.08.2019","Tue","-0.46200","-0.45600","-0.42557","-0.43214","-0.41600","-0.43086","-0.36571"
"05.08.2019","Mon","-0.46200","-0.45771","-0.43057","-0.42914","-0.41343","-0.42557","-0.35800"
"02.08.2019","Fri","-0.46529","-0.45829","-0.43386","-0.43000","-0.41171","-0.41886","-0.35386"
"01.08.2019","Thu","-0.46143","-0.45800","-0.42586","-0.42400","-0.41529","-0.41600","-0.33957"
"31.07.2019","Wed","-0.46300","-0.45729","-0.42643","-0.41929","-0.41971","-0.40786","-0.33914"
"30.07.2019","Tue","-0.47143","-0.45671","-0.42443","-0.41857","-0.41743","-0.40943","-0.33800"
"29.07.2019","Mon","-0.46629","-0.45571","-0.42243","-0.41271","-0.40229","-0.41029","-0.34829"
"26.07.2019","Fri","-0.46757","-0.45657","-0.41971","-0.41943","-0.40114","-0.41571","-0.34000"
"25.07.2019","Thu","-0.46814","-0.47314","-0.44386","-0.43843","-0.42014","-0.42943","-0.34643"
"24.07.2019","Wed","-0.46700","-0.46514","-0.44229","-0.43400","-0.41700","-0.42157","-0.34000"
"23.07.2019","Tue","-0.46914","-0.45829","-0.43229","-0.42543","-0.40714","-0.42000","-0.33843"
"22.07.2019","Mon","-0.46786","-0.44257","-0.43400","-0.42314","-0.40243","-0.42614","-0.33986"
"19.07.2019","Fri","-0.46957","-0.44343","-0.44614","-0.43057","-0.41429","-0.42614","-0.34014"
"18.07.2019","Thu","-0.46943","-0.44400","-0.43943","-0.42514","-0.40614","-0.41714","-0.32814"
"17.07.2019","Wed","-0.46929","-0.44429","-0.43500","-0.41457","-0.40114","-0.41586","-0.32957"
"16.07.2019","Tue","-0.46771","-0.44329","-0.43571","-0.41514","-0.40543","-0.41314","-0.32643"
"15.07.2019","Mon","-0.46343","-0.44357","-0.43414","-0.41300","-0.40100","-0.40029","-0.32186"
"12.07.2019","Fri","-0.46400","-0.45100","-0.43271","-0.41129","-0.40000","-0.39529","-0.31400"
"11.07.2019","Thu","-0.46500","-0.45057","-0.43186","-0.41914","-0.40486","-0.39429","-0.31071"
"10.07.2019","Wed","-0.46629","-0.44371","-0.42871","-0.41486","-0.39857","-0.38700","-0.29943"
"09.07.2019","Tue","-0.46529","-0.44414","-0.42800","-0.41586","-0.39900","-0.39100","-0.30686"
"08.07.2019","Mon","-0.46871","-0.44571","-0.43129","-0.41443","-0.39100","-0.39729","-0.31043"
"05.07.2019","Fri","-0.46671","-0.44329","-0.43686","-0.41843","-0.39529","-0.40329","-0.32186"
"04.07.2019","Thu","-0.46557","-0.44000","-0.43100","-0.41229","-0.39314","-0.39929","-0.31886"
"03.07.2019","Wed","-0.46657","-0.44286","-0.43200","-0.41486","-0.39200","-0.40143","-0.31929"
"02.07.2019","Tue","-0.46829","-0.44129","-0.42614","-0.41357","-0.39229","-0.39871","-0.32086"
"01.07.2019","Mon","-0.46557","-0.44300","-0.42943","-0.40814","-0.39186","-0.38686","-0.30614"
"28.06.2019","Fri","-0.47314","-0.44857","-0.42614","-0.40843","-0.39143","-0.38614","-0.30300"
"27.06.2019","Thu","-0.47086","-0.44643","-0.42100","-0.40186","-0.38186","-0.38029","-0.29943"
"26.06.2019","Wed","-0.47114","-0.44743","-0.42143","-0.40729","-0.38571","-0.37329","-0.28714"
"25.06.2019","Tue","-0.47171","-0.44143","-0.42029","-0.40643","-0.37971","-0.38114","-0.28529"
"24.06.2019","Mon","-0.47229","-0.44271","-0.42200","-0.40214","-0.37871","-0.37500","-0.28500"
"21.06.2019","Fri","-0.47671","-0.45071","-0.42357","-0.40914","-0.37771","-0.37800","-0.28100"
"20.06.2019","Thu","-0.47200","-0.44271","-0.42386","-0.40800","-0.37614","-0.37600","-0.28514"
"19.06.2019","Wed","-0.46914","-0.44457","-0.41971","-0.40586","-0.37543","-0.37343","-0.28386"
"18.06.2019","Tue","-0.47071","-0.44371","-0.42114","-0.40629","-0.37314","-0.37071","-0.28014"
"17.06.2019","Mon","-0.46971","-0.45271","-0.42100","-0.39471","-0.36014","-0.33800","-0.25471"
"14.06.2019","Fri","-0.46900","-0.45257","-0.42257","-0.39486","-0.35886","-0.34114","-0.25486"
"13.06.2019","Thu","-0.47029","-0.44514","-0.42214","-0.38529","-0.35886","-0.33086","-0.24100"
"12.06.2019","Wed","-0.47129","-0.44357","-0.42100","-0.38514","-0.36600","-0.33143","-0.23771"
"11.06.2019","Tue","-0.47143","-0.44486","-0.41800","-0.38471","-0.36414","-0.32557","-0.23200"
"10.06.2019","Mon","-0.46914","-0.44843","-0.41571","-0.38400","-0.36629","-0.32800","-0.23457"
"07.06.2019","Fri","-0.47186","-0.45657","-0.42129","-0.38571","-0.36686","-0.32543","-0.22557"
"06.06.2019","Thu","-0.47086","-0.45143","-0.42543","-0.38886","-0.37114","-0.33414","-0.24100"
"05.06.2019","Wed","-0.46986","-0.44886","-0.42571","-0.38371","-0.36614","-0.32843","-0.23329"
"04.06.2019","Tue","-0.47014","-0.44886","-0.42571","-0.38114","-0.35457","-0.32657","-0.23143"
"03.06.2019","Mon","-0.46614","-0.45200","-0.42686","-0.38100","-0.35229","-0.32614","-0.22929"
"31.05.2019","Fri","-0.47014","-0.45200","-0.41914","-0.37971","-0.34329","-0.32314","-0.22529"
"30.05.2019","Thu","-0.47300","-0.44714","-0.41743","-0.38129","-0.35229","-0.32100","-0.22543"
"29.05.2019","Wed","-0.47229","-0.44571","-0.42257","-0.38286","-0.35129","-0.31743","-0.22357"
"28.05.2019","Tue","-0.47414","-0.44643","-0.42371","-0.38300","-0.35057","-0.31871","-0.22171"
"24.05.2019","Fri","-0.47157","-0.44857","-0.41757","-0.38271","-0.35929","-0.31714","-0.22214"
"23.05.2019","Thu","-0.47171","-0.44829","-0.41757","-0.38100","-0.35900","-0.31443","-0.22114"
"22.05.2019","Wed","-0.47986","-0.44814","-0.41343","-0.37957","-0.35900","-0.31429","-0.22014"
"21.05.2019","Tue","-0.47814","-0.45114","-0.41743","-0.38371","-0.35971","-0.31471","-0.22057"
"20.05.2019","Mon","-0.47786","-0.44971","-0.41686","-0.38657","-0.35443","-0.31329","-0.22000"
"17.05.2019","Fri","-0.47586","-0.44900","-0.41414","-0.38471","-0.35400","-0.31457","-0.22557"
"16.05.2019","Thu","-0.47929","-0.44571","-0.41229","-0.38586","-0.36514","-0.31286","-0.22386"
"15.05.2019","Wed","-0.46943","-0.44457","-0.41671","-0.38829","-0.36414","-0.31371","-0.22257"
"14.05.2019","Tue","-0.47800","-0.44429","-0.41543","-0.38700","-0.35929","-0.31129","-0.22029"
"13.05.2019","Mon","-0.47371","-0.44429","-0.41600","-0.38871","-0.36400","-0.30957","-0.21271"
"10.05.2019","Fri","-0.47429","-0.44643","-0.41543","-0.38657","-0.35857","-0.30714","-0.21429"
"09.05.2019","Thu","-0.47429","-0.44429","-0.41629","-0.38686","-0.35500","-0.31143","-0.21386"
"08.05.2019","Wed","-0.47629","-0.43971","-0.41643","-0.38514","-0.35329","-0.30571","-0.21343"
"07.05.2019","Mon","-0.47443","-0.43986","-0.41600","-0.38486","-0.35300","-0.30329","-0.20871"
"03.05.2019","Fri","-0.47729","-0.43943","-0.41786","-0.37757","-0.34443","-0.30443","-0.20857"
"02.05.2019","Thu","-0.46643","-0.43986","-0.41057","-0.38271","-0.34757","-0.30457","-0.20757"
"01.05.2019","Wed","","-0.43986","-0.41114","-0.38271","-0.34100","-0.30800","-0.20486"
"30.04.2019","Tue","-0.47629","-0.44000","-0.40914","-0.37829","-0.34614","-0.30514","-0.20500"
"29.04.2019","Mon","-0.47643","-0.43986","-0.40800","-0.37814","-0.35671","-0.30714","-0.20586"
"26.04.2019","Fri","-0.47429","-0.43900","-0.40971","-0.37757","-0.36071","-0.30629","-0.20471"
"25.04.2019","Thu","-0.47357","-0.43929","-0.41343","-0.37571","-0.34800","-0.30657","-0.20100"
"24.04.2019","Wed","-0.47357","-0.43929","-0.41129","-0.37900","-0.34757","-0.30729","-0.20214"
"23.04.2019","Tue","-0.47814","-0.43971","-0.40971","-0.38200","-0.35157","-0.30671","-0.20214"
"18.04.2019","Thu","-0.47229","-0.43729","-0.40929","-0.38171","-0.35000","-0.30686","-0.20386"
"17.04.2019","Wed","-0.47486","-0.43800","-0.40957","-0.37771","-0.34814","-0.30743","-0.21014"
"16.04.2019","Tue","-0.47829","-0.43757","-0.41329","-0.37457","-0.34671","-0.30714","-0.21129"
"15.04.2019","Mon","-0.47743","-0.43829","-0.41314","-0.37500","-0.34771","-0.30814","-0.21214"
"12.04.2019","Fri","-0.47586","-0.43929","-0.41229","-0.37857","-0.36043","-0.31129","-0.20371"
"11.04.2019","Thu","-0.47571","-0.43943","-0.41686","-0.37443","-0.34857","-0.31071","-0.20514"
"10.04.2019","Wed","-0.47000","-0.45457","-0.41671","-0.37557","-0.35629","-0.30900","-0.20214"
"09.04.2019","Tue","-0.47100","-0.44386","-0.41671","-0.37300","-0.35786","-0.30986","-0.19743"
"08.04.2019","Mon","-0.46729","-0.44457","-0.41571","-0.37471","-0.36029","-0.31000","-0.19829"
"05.04.2019","Fri","-0.46457","-0.44229","-0.41643","-0.37843","-0.35886","-0.30971","-0.19686"
"04.04.2019","Thu","-0.46643","-0.44314","-0.41729","-0.38043","-0.34829","-0.30871","-0.19614"
"03.04.2019","Wed","-0.46286","-0.44814","-0.41700","-0.37714","-0.34514","-0.30700","-0.19471"
"02.04.2019","Tue","-0.46900","-0.44286","-0.41771","-0.37529","-0.33900","-0.30700","-0.19557"
"01.04.2019","Mon","-0.46029","-0.44500","-0.41657","-0.37643","-0.34386","-0.30557","-0.19400"
"29.03.2019","Fri","-0.46786","-0.44643","-0.42143","-0.37671","-0.34800","-0.30557","-0.19357"
"28.03.2019","Thu","-0.46886","-0.44414","-0.41886","-0.37100","-0.34586","-0.30429","-0.19229"
"27.03.2019","Wed","-0.46543","-0.44714","-0.41629","-0.38171","-0.34786","-0.29886","-0.17271"
"26.03.2019","Tue","-0.46571","-0.45443","-0.41671","-0.37786","-0.34286","-0.29871","-0.17471"
"25.03.2019","Mon","-0.46500","-0.44657","-0.41471","-0.37743","-0.33457","-0.29700","-0.18029"
"22.03.2019","Fri","-0.46929","-0.45357","-0.41586","-0.37686","-0.33571","-0.29714","-0.18143"
"21.03.2019","Thu","-0.46957","-0.45543","-0.41671","-0.37629","-0.33971","-0.29786","-0.17114"
"20.03.2019","Wed","-0.46843","-0.44843","-0.41400","-0.37314","-0.33443","-0.29714","-0.17071"
"19.03.2019","Tue","-0.46814","-0.44814","-0.41486","-0.37571","-0.34386","-0.29643","-0.17729"
"18.03.2019","Mon","-0.46643","-0.44829","-0.41529","-0.37471","-0.33843","-0.29871","-0.17714"
"15.03.2019","Fri","-0.46857","-0.44871","-0.41429","-0.37129","-0.34171","-0.29771","-0.17371"
"14.03.2019","Thu","-0.46700","-0.44743","-0.41457","-0.37243","-0.33171","-0.29786","-0.17414"
"13.03.2019","Wed","-0.46571","-0.44771","-0.41486","-0.37286","-0.33171","-0.29843","-0.17686"
