Date,Hours,DK1,DK2,DK
2014-11-11,23 - 00,3123.0,1159.0,4282.0
2014-11-12,00 - 01,2972.0,1206.0,4178.0
2014-11-12,01 - 02,2856.0,1282.0,4138.0
2014-11-12,02 - 03,2876.0,1335.0,4211.0
2014-11-12,03 - 04,2906.0,1340.0,4246.0
2014-11-12,04 - 05,3139.0,1345.0,4484.0
2014-11-12,05 - 06,3427.0,1314.0,4741.0
2014-11-12,06 - 07,3546.0,1337.0,4883.0
2014-11-12,07 - 08,3708.0,1437.0,5145.0
2014-11-12,08 - 09,3807.0,1501.0,5308.0
2014-11-12,09 - 10,3855.0,1427.0,5282.0
2014-11-12,10 - 11,3897.0,1257.0,5154.0
2014-11-12,11 - 12,3765.0,1211.0,4976.0
2014-11-12,12 - 13,3673.0,1202.0,4875.0
2014-11-12,13 - 14,3501.0,1150.0,4651.0
2014-11-12,14 - 15,3421.0,1116.0,4537.0
2014-11-12,15 - 16,3344.0,1124.0,4468.0
2014-11-12,16 - 17,3403.0,1207.0,4610.0
2014-11-12,17 - 18,3664.0,1293.0,4957.0
2014-11-12,18 - 19,3376.0,1116.0,4492.0
2014-11-12,19 - 20,2968.0,1019.0,3987.0
2014-11-12,20 - 21,2997.0,912.0,3909.0
2014-11-12,21 - 22,2546.0,868.0,3414.0
2014-11-12,22 - 23,2383.0,872.0,3255.0
2014-11-12,23 - 00,2057.0,836.0,2893.0
2014-11-13,00 - 01,2027.0,766.0,2793.0
2014-11-13,01 - 02,1935.0,697.0,2632.0
2014-11-13,02 - 03,1905.0,664.0,2569.0
2014-11-13,03 - 04,1772.0,659.0,2431.0
2014-11-13,04 - 05,1738.0,651.0,2389.0
2014-11-13,05 - 06,1734.0,647.0,2381.0
2014-11-13,06 - 07,2396.0,722.0,3118.0
2014-11-13,07 - 08,2905.0,866.0,3771.0
2014-11-13,08 - 09,3043.0,979.0,4022.0
2014-11-13,09 - 10,3135.0,1076.0,4211.0
2014-11-13,10 - 11,3128.0,1307.0,4435.0
2014-11-13,11 - 12,3214.0,1279.0,4493.0
2014-11-13,12 - 13,3175.0,1217.0,4392.0
2014-11-13,13 - 14,3109.0,1172.0,4281.0
2014-11-13,14 - 15,3090.0,1161.0,4251.0
2014-11-13,15 - 16,3063.0,1188.0,4251.0
2014-11-13,16 - 17,3204.0,1063.0,4267.0
2014-11-13,17 - 18,3289.0,1119.0,4408.0
2014-11-13,18 - 19,3151.0,1159.0,4310.0
2014-11-13,19 - 20,2938.0,1074.0,4012.0
2014-11-13,20 - 21,2726.0,966.0,3692.0
2014-11-13,21 - 22,2543.0,1004.0,3547.0
2014-11-13,22 - 23,2182.0,871.0,3053.0
2014-11-13,23 - 00,2071.0,739.0,2810.0
2014-11-14,00 - 01,1895.0,664.0,2559.0
2014-11-14,01 - 02,1799.0,667.0,2466.0
2014-11-14,02 - 03,1811.0,676.0,2487.0
2014-11-14,03 - 04,1945.0,681.0,2626.0
2014-11-14,04 - 05,2125.0,693.0,2818.0
2014-11-14,05 - 06,2259.0,738.0,2997.0
2014-11-14,06 - 07,2536.0,809.0,3345.0
2014-11-14,07 - 08,2752.0,884.0,3636.0
2014-11-14,08 - 09,2898.0,884.0,3782.0
2014-11-14,09 - 10,2875.0,916.0,3791.0
2014-11-14,10 - 11,2951.0,959.0,3910.0
2014-11-14,11 - 12,3039.0,978.0,4017.0
2014-11-14,12 - 13,3152.0,952.0,4104.0
2014-11-14,13 - 14,3227.0,998.0,4225.0
2014-11-14,14 - 15,3166.0,1110.0,4276.0
2014-11-14,15 - 16,3198.0,1167.0,4365.0
2014-11-14,16 - 17,3311.0,1272.0,4583.0
2014-11-14,17 - 18,3460.0,1346.0,4806.0
2014-11-14,18 - 19,3599.0,1405.0,5004.0
2014-11-14,19 - 20,3604.0,1432.0,5036.0
2014-11-14,20 - 21,3671.0,1459.0,5130.0
2014-11-14,21 - 22,3604.0,1430.0,5034.0
2014-11-14,22 - 23,3401.0,1366.0,4767.0
2014-11-14,23 - 00,3282.0,1337.0,4619.0
2014-11-15,00 - 01,3249.0,1329.0,4578.0
2014-11-15,01 - 02,3266.0,1321.0,4587.0
2014-11-15,02 - 03,3220.0,1309.0,4529.0
2014-11-15,03 - 04,3291.0,1343.0,4634.0
2014-11-15,04 - 05,3317.0,1347.0,4664.0
2014-11-15,05 - 06,3350.0,1316.0,4666.0
2014-11-15,06 - 07,3514.0,1322.0,4836.0
2014-11-15,07 - 08,3577.0,1347.0,4924.0
2014-11-15,08 - 09,3626.0,1357.0,4983.0
2014-11-15,09 - 10,3760.0,1349.0,5109.0
2014-11-15,10 - 11,3930.0,1317.0,5247.0
2014-11-15,11 - 12,3987.0,1382.0,5369.0
2014-11-15,12 - 13,3825.0,1384.0,5209.0
2014-11-15,13 - 14,3673.0,1410.0,5083.0
2014-11-15,14 - 15,3857.0,1386.0,5243.0
2014-11-15,15 - 16,4191.0,1414.0,5605.0
2014-11-15,16 - 17,4045.0,1604.0,5649.0
2014-11-15,17 - 18,3889.0,1641.0,5530.0
2014-11-15,18 - 19,3993.0,1615.0,5608.0
2014-11-15,19 - 20,4150.0,1499.0,5649.0
2014-11-15,20 - 21,3908.0,1337.0,5245.0
2014-11-15,21 - 22,3801.0,1273.0,5074.0
2014-11-15,22 - 23,3651.0,1237.0,4888.0
2014-11-15,23 - 00,3408.0,1247.0,4655.0
2014-11-16,00 - 01,3227.0,1253.0,4480.0
2014-11-16,01 - 02,3236.0,1156.0,4392.0
2014-11-16,02 - 03,3223.0,1109.0,4332.0
2014-11-16,03 - 04,3217.0,1172.0,4389.0
2014-11-16,04 - 05,3233.0,1241.0,4474.0
2014-11-16,05 - 06,3316.0,1296.0,4612.0
2014-11-16,06 - 07,3367.0,1399.0,4766.0
2014-11-16,07 - 08,3446.0,1441.0,4887.0
2014-11-16,08 - 09,3642.0,1455.0,5097.0
2014-11-16,09 - 10,3947.0,1489.0,5436.0
2014-11-16,10 - 11,4062.0,1564.0,5626.0
2014-11-16,11 - 12,4161.0,1544.0,5705.0
2014-11-16,12 - 13,4074.0,1535.0,5609.0
2014-11-16,13 - 14,4052.0,1529.0,5581.0
2014-11-16,14 - 15,4001.0,1543.0,5544.0
2014-11-16,15 - 16,4025.0,1548.0,5573.0
2014-11-16,16 - 17,4200.0,1520.0,5720.0
2014-11-16,17 - 18,4409.0,1511.0,5920.0
2014-11-16,18 - 19,4306.0,1502.0,5808.0
2014-11-16,19 - 20,4265.0,1482.0,5747.0
2014-11-16,20 - 21,4227.0,1434.0,5661.0
2014-11-16,21 - 22,4127.0,1411.0,5538.0
2014-11-16,22 - 23,3999.0,1370.0,5369.0
2014-11-16,23 - 00,3628.0,1237.0,4865.0
2014-11-17,00 - 01,3606.0,1131.0,4737.0
2014-11-17,01 - 02,3466.0,1095.0,4561.0
2014-11-17,02 - 03,3344.0,1055.0,4399.0
2014-11-17,03 - 04,3145.0,1007.0,4152.0
2014-11-17,04 - 05,3121.0,936.0,4057.0
2014-11-17,05 - 06,3157.0,871.0,4028.0
2014-11-17,06 - 07,3431.0,881.0,4312.0
2014-11-17,07 - 08,3264.0,848.0,4112.0
2014-11-17,08 - 09,3253.0,888.0,4141.0
2014-11-17,09 - 10,3197.0,943.0,4140.0
2014-11-17,10 - 11,3080.0,930.0,4010.0
2014-11-17,11 - 12,3107.0,954.0,4061.0
2014-11-17,12 - 13,2929.0,977.0,3906.0
2014-11-17,13 - 14,2898.0,964.0,3862.0
2014-11-17,14 - 15,2993.0,939.0,3932.0
2014-11-17,15 - 16,2979.0,924.0,3903.0
2014-11-17,16 - 17,2970.0,918.0,3888.0
2014-11-17,17 - 18,3210.0,1035.0,4245.0
2014-11-17,18 - 19,3008.0,997.0,4005.0
2014-11-17,19 - 20,2737.0,991.0,3728.0
2014-11-17,20 - 21,2435.0,922.0,3357.0
2014-11-17,21 - 22,2134.0,860.0,2994.0
2014-11-17,22 - 23,2166.0,777.0,2943.0
2014-11-17,23 - 00,2014.0,759.0,2773.0
2014-11-18,00 - 01,1977.0,720.0,2697.0
2014-11-18,01 - 02,1885.0,769.0,2654.0
2014-11-18,02 - 03,1820.0,849.0,2669.0
2014-11-18,03 - 04,1753.0,894.0,2647.0
2014-11-18,04 - 05,1850.0,855.0,2705.0
2014-11-18,05 - 06,2071.0,953.0,3024.0
2014-11-18,06 - 07,2415.0,1100.0,3515.0
2014-11-18,07 - 08,2417.0,1161.0,3578.0
2014-11-18,08 - 09,2596.0,1295.0,3891.0
2014-11-18,09 - 10,2624.0,1322.0,3946.0
2014-11-18,10 - 11,2612.0,1366.0,3978.0
2014-11-18,11 - 12,2697.0,1447.0,4144.0
2014-11-18,12 - 13,2753.0,1494.0,4247.0
2014-11-18,13 - 14,2805.0,1517.0,4322.0
2014-11-18,14 - 15,2898.0,1527.0,4425.0
2014-11-18,15 - 16,3043.0,1537.0,4580.0
2014-11-18,16 - 17,3216.0,1575.0,4791.0
2014-11-18,17 - 18,3261.0,1524.0,4785.0
2014-11-18,18 - 19,3485.0,1524.0,5009.0
2014-11-18,19 - 20,3256.0,1483.0,4739.0
2014-11-18,20 - 21,3140.0,1439.0,4579.0
2014-11-18,21 - 22,3229.0,1371.0,4600.0
2014-11-18,22 - 23,2977.0,1294.0,4271.0
2014-11-18,23 - 00,2830.0,1232.0,4062.0
2014-11-19,00 - 01,2660.0,1210.0,3870.0
2014-11-19,01 - 02,2733.0,1243.0,3976.0
2014-11-19,02 - 03,2721.0,1287.0,4008.0
2014-11-19,03 - 04,2496.0,1286.0,3782.0
2014-11-19,04 - 05,2692.0,1294.0,3986.0
2014-11-19,05 - 06,2599.0,1277.0,3876.0
2014-11-19,06 - 07,2691.0,1298.0,3989.0
2014-11-19,07 - 08,3328.0,1333.0,4661.0
2014-11-19,08 - 09,3298.0,1321.0,4619.0
2014-11-19,09 - 10,3277.0,1392.0,4669.0
2014-11-19,10 - 11,3261.0,1443.0,4704.0
2014-11-19,11 - 12,2974.0,1340.0,4314.0
2014-11-19,12 - 13,3095.0,1399.0,4494.0
2014-11-19,13 - 14,3026.0,1370.0,4396.0
2014-11-19,14 - 15,3024.0,1209.0,4233.0
2014-11-19,15 - 16,2946.0,1136.0,4082.0
2014-11-19,16 - 17,2959.0,1226.0,4185.0
2014-11-19,17 - 18,2819.0,1217.0,4036.0
2014-11-19,18 - 19,2781.0,1189.0,3970.0
2014-11-19,19 - 20,2633.0,1126.0,3759.0
2014-11-19,20 - 21,2525.0,1027.0,3552.0
2014-11-19,21 - 22,2324.0,1012.0,3336.0
2014-11-19,22 - 23,2117.0,960.0,3077.0
2014-11-19,23 - 00,1742.0,890.0,2632.0
2014-11-20,00 - 01,1577.0,867.0,2444.0
2014-11-20,01 - 02,1506.0,852.0,2358.0
2014-11-20,02 - 03,1627.0,885.0,2512.0
2014-11-20,03 - 04,1471.0,884.0,2355.0
2014-11-20,04 - 05,1522.0,849.0,2371.0
2014-11-20,05 - 06,1716.0,875.0,2591.0
2014-11-20,06 - 07,2132.0,942.0,3074.0
2014-11-20,07 - 08,2658.0,959.0,3617.0
2014-11-20,08 - 09,2748.0,1014.0,3762.0
2014-11-20,09 - 10,2678.0,1059.0,3737.0
2014-11-20,10 - 11,2665.0,1100.0,3765.0
2014-11-20,11 - 12,2654.0,1078.0,3732.0
2014-11-20,12 - 13,2356.0,1094.0,3450.0
2014-11-20,13 - 14,2379.0,1179.0,3558.0
2014-11-20,14 - 15,2415.0,1112.0,3527.0
2014-11-20,15 - 16,2407.0,1047.0,3454.0
2014-11-20,16 - 17,2409.0,1010.0,3419.0
2014-11-20,17 - 18,2620.0,1114.0,3734.0
2014-11-20,18 - 19,2628.0,1067.0,3695.0
2014-11-20,19 - 20,2528.0,1084.0,3612.0
2014-11-20,20 - 21,2362.0,940.0,3302.0
2014-11-20,21 - 22,2189.0,931.0,3120.0
2014-11-20,22 - 23,1971.0,890.0,2861.0
2014-11-20,23 - 00,1812.0,868.0,2680.0
2014-11-21,00 - 01,1592.0,943.0,2535.0
2014-11-21,01 - 02,1542.0,935.0,2477.0
2014-11-21,02 - 03,1625.0,920.0,2545.0
2014-11-21,03 - 04,1575.0,900.0,2475.0
2014-11-21,04 - 05,1562.0,912.0,2474.0
2014-11-21,05 - 06,1661.0,981.0,2642.0
2014-11-21,06 - 07,1968.0,1035.0,3003.0
2014-11-21,07 - 08,2400.0,1102.0,3502.0
2014-11-21,08 - 09,2406.0,1177.0,3583.0
2014-11-21,09 - 10,2460.0,1194.0,3654.0
2014-11-21,10 - 11,2436.0,1195.0,3631.0
2014-11-21,11 - 12,2422.0,1168.0,3590.0
2014-11-21,12 - 13,2456.0,1078.0,3534.0
2014-11-21,13 - 14,2399.0,961.0,3360.0
2014-11-21,14 - 15,2273.0,929.0,3202.0
2014-11-21,15 - 16,2190.0,934.0,3124.0
2014-11-21,16 - 17,2321.0,932.0,3253.0
2014-11-21,17 - 18,2414.0,1017.0,3431.0
2014-11-21,18 - 19,2471.0,868.0,3339.0
2014-11-21,19 - 20,2330.0,839.0,3169.0
2014-11-21,20 - 21,2128.0,809.0,2937.0
2014-11-21,21 - 22,1885.0,766.0,2651.0
2014-11-21,22 - 23,1861.0,719.0,2580.0
2014-11-21,23 - 00,1877.0,666.0,2543.0
2014-11-22,00 - 01,1702.0,622.0,2324.0
2014-11-22,01 - 02,1663.0,558.0,2221.0
2014-11-22,02 - 03,1620.0,558.0,2178.0
2014-11-22,03 - 04,1578.0,600.0,2178.0
2014-11-22,04 - 05,1633.0,598.0,2231.0
2014-11-22,05 - 06,1904.0,613.0,2517.0
2014-11-22,06 - 07,2001.0,635.0,2636.0
2014-11-22,07 - 08,2155.0,673.0,2828.0
2014-11-22,08 - 09,2307.0,711.0,3018.0
2014-11-22,09 - 10,2533.0,828.0,3361.0
2014-11-22,10 - 11,2663.0,885.0,3548.0
2014-11-22,11 - 12,2709.0,1007.0,3716.0
2014-11-22,12 - 13,2610.0,974.0,3584.0
2014-11-22,13 - 14,2616.0,956.0,3572.0
2014-11-22,14 - 15,2633.0,950.0,3583.0
2014-11-22,15 - 16,2719.0,1096.0,3815.0
2014-11-22,16 - 17,2888.0,954.0,3842.0
2014-11-22,17 - 18,3161.0,1026.0,4187.0
2014-11-22,18 - 19,3134.0,1147.0,4281.0
2014-11-22,19 - 20,3262.0,1143.0,4405.0
2014-11-22,20 - 21,3163.0,1110.0,4273.0
2014-11-22,21 - 22,3161.0,1092.0,4253.0
2014-11-22,22 - 23,2943.0,1085.0,4028.0
2014-11-22,23 - 00,2699.0,1025.0,3724.0
2014-11-23,00 - 01,2243.0,966.0,3209.0
2014-11-23,01 - 02,2273.0,1036.0,3309.0
2014-11-23,02 - 03,2242.0,1055.0,3297.0
2014-11-23,03 - 04,2147.0,1030.0,3177.0
2014-11-23,04 - 05,2220.0,1023.0,3243.0
2014-11-23,05 - 06,2224.0,1050.0,3274.0
2014-11-23,06 - 07,2323.0,1124.0,3447.0
2014-11-23,07 - 08,2329.0,1146.0,3475.0
2014-11-23,08 - 09,2597.0,1132.0,3729.0
2014-11-23,09 - 10,2802.0,1130.0,3932.0
2014-11-23,10 - 11,2952.0,1185.0,4137.0
2014-11-23,11 - 12,3175.0,1149.0,4324.0
2014-11-23,12 - 13,3418.0,1162.0,4580.0
2014-11-23,13 - 14,3341.0,1117.0,4458.0
2014-11-23,14 - 15,3397.0,1108.0,4505.0
2014-11-23,15 - 16,3479.0,1223.0,4702.0
2014-11-23,16 - 17,3681.0,1279.0,4960.0
2014-11-23,17 - 18,3987.0,1392.0,5379.0
2014-11-23,18 - 19,3860.0,1482.0,5342.0
2014-11-23,19 - 20,3660.0,1511.0,5171.0
2014-11-23,20 - 21,3496.0,1517.0,5013.0
2014-11-23,21 - 22,3153.0,1448.0,4601.0
2014-11-23,22 - 23,3079.0,1379.0,4458.0
2014-11-23,23 - 00,2617.0,1314.0,3931.0
2014-11-24,00 - 01,2306.0,1211.0,3517.0
2014-11-24,01 - 02,2028.0,1236.0,3264.0
2014-11-24,02 - 03,1918.0,1234.0,3152.0
2014-11-24,03 - 04,1860.0,1203.0,3063.0
2014-11-24,04 - 05,1879.0,1265.0,3144.0
2014-11-24,05 - 06,2121.0,1281.0,3402.0
2014-11-24,06 - 07,2799.0,1317.0,4116.0
2014-11-24,07 - 08,3211.0,1307.0,4518.0
2014-11-24,08 - 09,3290.0,1262.0,4552.0
2014-11-24,09 - 10,3269.0,1399.0,4668.0
2014-11-24,10 - 11,3299.0,1340.0,4639.0
2014-11-24,11 - 12,3423.0,1300.0,4723.0
2014-11-24,12 - 13,3473.0,1270.0,4743.0
2014-11-24,13 - 14,3592.0,1286.0,4878.0
2014-11-24,14 - 15,3618.0,1297.0,4915.0
2014-11-24,15 - 16,3519.0,1242.0,4761.0
2014-11-24,16 - 17,3440.0,1245.0,4685.0
2014-11-24,17 - 18,3625.0,1282.0,4907.0
2014-11-24,18 - 19,3622.0,1362.0,4984.0
2014-11-24,19 - 20,3529.0,1430.0,4959.0
2014-11-24,20 - 21,3429.0,1404.0,4833.0
2014-11-24,21 - 22,3145.0,1399.0,4544.0
2014-11-24,22 - 23,2749.0,1270.0,4019.0
2014-11-24,23 - 00,2588.0,1207.0,3795.0
2014-11-25,00 - 01,2560.0,1123.0,3683.0
2014-11-25,01 - 02,2432.0,1136.0,3568.0
2014-11-25,02 - 03,2270.0,1153.0,3423.0
2014-11-25,03 - 04,2109.0,985.0,3094.0
2014-11-25,04 - 05,2088.0,781.0,2869.0
2014-11-25,05 - 06,2223.0,791.0,3014.0
2014-11-25,06 - 07,2538.0,828.0,3366.0
2014-11-25,07 - 08,3151.0,893.0,4044.0
2014-11-25,08 - 09,3279.0,990.0,4269.0
2014-11-25,09 - 10,3125.0,971.0,4096.0
2014-11-25,10 - 11,2972.0,955.0,3927.0
2014-11-25,11 - 12,2988.0,936.0,3924.0
2014-11-25,12 - 13,2891.0,917.0,3808.0
2014-11-25,13 - 14,2839.0,899.0,3738.0
2014-11-25,14 - 15,2769.0,904.0,3673.0
2014-11-25,15 - 16,2756.0,942.0,3698.0
2014-11-25,16 - 17,2818.0,952.0,3770.0
2014-11-25,17 - 18,3046.0,986.0,4032.0
2014-11-25,18 - 19,2783.0,927.0,3710.0
2014-11-25,19 - 20,2555.0,859.0,3414.0
2014-11-25,20 - 21,2385.0,790.0,3175.0
2014-11-25,21 - 22,2147.0,729.0,2876.0
2014-11-25,22 - 23,1799.0,707.0,2506.0
2014-11-25,23 - 00,1585.0,657.0,2242.0
2014-11-26,00 - 01,1545.0,564.0,2109.0
2014-11-26,01 - 02,1571.0,551.0,2122.0
2014-11-26,02 - 03,1616.0,550.0,2166.0
2014-11-26,03 - 04,1399.0,539.0,1938.0
2014-11-26,04 - 05,1513.0,541.0,2054.0
2014-11-26,05 - 06,1802.0,525.0,2327.0
2014-11-26,06 - 07,2336.0,605.0,2941.0
2014-11-26,07 - 08,2815.0,862.0,3677.0
2014-11-26,08 - 09,2813.0,983.0,3796.0
2014-11-26,09 - 10,2879.0,1011.0,3890.0
2014-11-26,10 - 11,2994.0,1076.0,4070.0
2014-11-26,11 - 12,2872.0,1228.0,4100.0
2014-11-26,12 - 13,2909.0,1268.0,4177.0
2014-11-26,13 - 14,3090.0,1268.0,4358.0
2014-11-26,14 - 15,3230.0,1274.0,4504.0
2014-11-26,15 - 16,3180.0,1288.0,4468.0
2014-11-26,16 - 17,3328.0,1353.0,4681.0
2014-11-26,17 - 18,3484.0,1349.0,4833.0
2014-11-26,18 - 19,3336.0,1344.0,4680.0
2014-11-26,19 - 20,3141.0,1320.0,4461.0
2014-11-26,20 - 21,3064.0,1285.0,4349.0
2014-11-26,21 - 22,2962.0,1163.0,4125.0
2014-11-26,22 - 23,2933.0,1111.0,4044.0
2014-11-26,23 - 00,2917.0,1125.0,4042.0
2014-11-27,00 - 01,2610.0,1116.0,3726.0
2014-11-27,01 - 02,2689.0,1155.0,3844.0
2014-11-27,02 - 03,2813.0,1097.0,3910.0
2014-11-27,03 - 04,2882.0,983.0,3865.0
2014-11-27,04 - 05,2987.0,1049.0,4036.0
2014-11-27,05 - 06,3104.0,1210.0,4314.0
2014-11-27,06 - 07,3064.0,1330.0,4394.0
2014-11-27,07 - 08,3339.0,1362.0,4701.0
2014-11-27,08 - 09,3449.0,1349.0,4798.0
2014-11-27,09 - 10,3604.0,1461.0,5065.0
2014-11-27,10 - 11,3663.0,1516.0,5179.0
2014-11-27,11 - 12,3808.0,1530.0,5338.0
2014-11-27,12 - 13,3723.0,1574.0,5297.0
2014-11-27,13 - 14,3716.0,1559.0,5275.0
2014-11-27,14 - 15,3622.0,1589.0,5211.0
2014-11-27,15 - 16,3528.0,1612.0,5140.0
2014-11-27,16 - 17,3788.0,1622.0,5410.0
2014-11-27,17 - 18,3904.0,1651.0,5555.0
2014-11-27,18 - 19,3773.0,1656.0,5429.0
2014-11-27,19 - 20,3783.0,1630.0,5413.0
2014-11-27,20 - 21,3794.0,1617.0,5411.0
2014-11-27,21 - 22,3764.0,1558.0,5322.0
2014-11-27,22 - 23,3695.0,1416.0,5111.0
2014-11-27,23 - 00,3481.0,1397.0,4878.0
2014-11-28,00 - 01,3386.0,1331.0,4717.0
2014-11-28,01 - 02,3280.0,1299.0,4579.0
2014-11-28,02 - 03,3302.0,1259.0,4561.0
2014-11-28,03 - 04,3246.0,1272.0,4518.0
2014-11-28,04 - 05,3242.0,1242.0,4484.0
2014-11-28,05 - 06,3378.0,1179.0,4557.0
2014-11-28,06 - 07,3656.0,1176.0,4832.0
2014-11-28,07 - 08,4242.0,1277.0,5519.0
2014-11-28,08 - 09,4595.0,1379.0,5974.0
2014-11-28,09 - 10,4616.0,1425.0,6041.0
2014-11-28,10 - 11,4585.0,1487.0,6072.0
2014-11-28,11 - 12,4555.0,1504.0,6059.0
2014-11-28,12 - 13,4430.0,1496.0,5926.0
2014-11-28,13 - 14,4390.0,1439.0,5829.0
2014-11-28,14 - 15,4280.0,1420.0,5700.0
2014-11-28,15 - 16,4300.0,1378.0,5678.0
2014-11-28,16 - 17,4375.0,1349.0,5724.0
2014-11-28,17 - 18,4337.0,1368.0,5705.0
2014-11-28,18 - 19,4325.0,1367.0,5692.0
2014-11-28,19 - 20,4227.0,1403.0,5630.0
2014-11-28,20 - 21,4058.0,1363.0,5421.0
2014-11-28,21 - 22,4088.0,1372.0,5460.0
2014-11-28,22 - 23,3987.0,1333.0,5320.0
2014-11-28,23 - 00,3728.0,1239.0,4967.0
2014-11-29,00 - 01,3732.0,1251.0,4983.0
2014-11-29,01 - 02,3197.0,1254.0,4451.0
2014-11-29,02 - 03,3032.0,1216.0,4248.0
2014-11-29,03 - 04,2976.0,1195.0,4171.0
2014-11-29,04 - 05,2955.0,1223.0,4178.0
2014-11-29,05 - 06,2955.0,1234.0,4189.0
2014-11-29,06 - 07,3062.0,1230.0,4292.0
2014-11-29,07 - 08,2946.0,1222.0,4168.0
2014-11-29,08 - 09,3122.0,1216.0,4338.0
2014-11-29,09 - 10,3356.0,1218.0,4574.0
2014-11-29,10 - 11,3410.0,1263.0,4673.0
2014-11-29,11 - 12,3384.0,1371.0,4755.0
2014-11-29,12 - 13,3349.0,1392.0,4741.0
2014-11-29,13 - 14,3284.0,1341.0,4625.0
2014-11-29,14 - 15,3297.0,1321.0,4618.0
2014-11-29,15 - 16,3406.0,1129.0,4535.0
2014-11-29,16 - 17,3572.0,977.0,4549.0
2014-11-29,17 - 18,3541.0,1004.0,4545.0
2014-11-29,18 - 19,3571.0,995.0,4566.0
2014-11-29,19 - 20,3556.0,1032.0,4588.0
2014-11-29,20 - 21,3475.0,1174.0,4649.0
2014-11-29,21 - 22,3397.0,1157.0,4554.0
2014-11-29,22 - 23,3390.0,1171.0,4561.0
2014-11-29,23 - 00,3478.0,1261.0,4739.0
2014-11-30,00 - 01,3128.0,1273.0,4401.0
2014-11-30,01 - 02,2800.0,1247.0,4047.0
2014-11-30,02 - 03,2586.0,1214.0,3800.0
2014-11-30,03 - 04,2629.0,1212.0,3841.0
2014-11-30,04 - 05,2749.0,1281.0,4030.0
2014-11-30,05 - 06,2756.0,1289.0,4045.0
2014-11-30,06 - 07,2733.0,1192.0,3925.0
2014-11-30,07 - 08,2863.0,1175.0,4038.0
2014-11-30,08 - 09,3208.0,1172.0,4380.0
2014-11-30,09 - 10,3771.0,1214.0,4985.0
2014-11-30,10 - 11,3900.0,1286.0,5186.0
2014-11-30,11 - 12,3913.0,1341.0,5254.0
2014-11-30,12 - 13,3758.0,1394.0,5152.0
2014-11-30,13 - 14,3528.0,1359.0,4887.0
2014-11-30,14 - 15,3362.0,1379.0,4741.0
2014-11-30,15 - 16,3384.0,1446.0,4830.0
2014-11-30,16 - 17,3458.0,1550.0,5008.0
2014-11-30,17 - 18,3735.0,1621.0,5356.0
2014-11-30,18 - 19,3713.0,1640.0,5353.0
2014-11-30,19 - 20,3544.0,1649.0,5193.0
2014-11-30,20 - 21,3349.0,1598.0,4947.0
2014-11-30,21 - 22,3211.0,1580.0,4791.0
2014-11-30,22 - 23,3132.0,1494.0,4626.0
2014-11-30,23 - 00,2772.0,1467.0,4239.0
2014-12-01,00 - 01,2630.0,1386.0,4016.0
2014-12-01,01 - 02,2933.0,1462.0,4395.0
2014-12-01,02 - 03,2691.0,1483.0,4174.0
2014-12-01,03 - 04,2595.0,1494.0,4089.0
2014-12-01,04 - 05,2725.0,1488.0,4213.0
2014-12-01,05 - 06,2893.0,1462.0,4355.0
2014-12-01,06 - 07,3263.0,1496.0,4759.0
2014-12-01,07 - 08,3551.0,1521.0,5072.0
2014-12-01,08 - 09,3647.0,1555.0,5202.0
2014-12-01,09 - 10,3519.0,1635.0,5154.0
2014-12-01,10 - 11,3819.0,1701.0,5520.0
2014-12-01,11 - 12,3794.0,1687.0,5481.0
2014-12-01,12 - 13,3650.0,1653.0,5303.0
2014-12-01,13 - 14,3715.0,1582.0,5297.0
2014-12-01,14 - 15,3595.0,1576.0,5171.0
2014-12-01,15 - 16,3752.0,1641.0,5393.0
2014-12-01,16 - 17,3733.0,1581.0,5314.0
2014-12-01,17 - 18,3941.0,1596.0,5537.0
2014-12-01,18 - 19,3806.0,1549.0,5355.0
2014-12-01,19 - 20,3707.0,1558.0,5265.0
2014-12-01,20 - 21,3637.0,1461.0,5098.0
2014-12-01,21 - 22,3540.0,1337.0,4877.0
2014-12-01,22 - 23,3422.0,1200.0,4622.0
2014-12-01,23 - 00,3413.0,1166.0,4579.0
2014-12-02,00 - 01,3140.0,1175.0,4315.0
2014-12-02,01 - 02,3014.0,1223.0,4237.0
2014-12-02,02 - 03,2853.0,1240.0,4093.0
2014-12-02,03 - 04,2489.0,1217.0,3706.0
2014-12-02,04 - 05,2412.0,1207.0,3619.0
2014-12-02,05 - 06,2444.0,1199.0,3643.0
2014-12-02,06 - 07,2735.0,1249.0,3984.0
2014-12-02,07 - 08,3206.0,1359.0,4565.0
2014-12-02,08 - 09,3266.0,1407.0,4673.0
2014-12-02,09 - 10,3099.0,1431.0,4530.0
2014-12-02,10 - 11,3079.0,1402.0,4481.0
2014-12-02,11 - 12,2962.0,1348.0,4310.0
2014-12-02,12 - 13,2834.0,1326.0,4160.0
2014-12-02,13 - 14,2714.0,1318.0,4032.0
2014-12-02,14 - 15,2788.0,1298.0,4086.0
2014-12-02,15 - 16,2770.0,1302.0,4072.0
2014-12-02,16 - 17,2870.0,1330.0,4200.0
2014-12-02,17 - 18,2959.0,1357.0,4316.0
2014-12-02,18 - 19,2919.0,1380.0,4299.0
2014-12-02,19 - 20,2711.0,1338.0,4049.0
2014-12-02,20 - 21,2546.0,1167.0,3713.0
2014-12-02,21 - 22,2248.0,1087.0,3335.0
2014-12-02,22 - 23,2259.0,1078.0,3337.0
