Date,Hours,DK1,DK2,DK
2017-09-26,19 - 20,1895.0,918.0,2813.0
2017-09-26,20 - 21,1643.0,811.0,2454.0
2017-09-26,21 - 22,1596.0,689.0,2285.0
2017-09-26,22 - 23,1519.0,623.0,2142.0
2017-09-26,23 - 00,1368.0,587.0,1955.0
2017-09-27,00 - 01,1315.0,573.0,1888.0
2017-09-27,01 - 02,1294.0,589.0,1883.0
2017-09-27,02 - 03,1280.0,552.0,1832.0
2017-09-27,03 - 04,1156.0,544.0,1700.0
2017-09-27,04 - 05,1242.0,591.0,1833.0
2017-09-27,05 - 06,1439.0,615.0,2054.0
2017-09-27,06 - 07,1450.0,742.0,2192.0
2017-09-27,07 - 08,1713.0,848.0,2561.0
2017-09-27,08 - 09,1782.0,880.0,2662.0
2017-09-27,09 - 10,1911.0,907.0,2818.0
2017-09-27,10 - 11,2062.0,894.0,2956.0
2017-09-27,11 - 12,2166.0,900.0,3066.0
2017-09-27,12 - 13,2292.0,911.0,3203.0
2017-09-27,13 - 14,2382.0,929.0,3311.0
2017-09-27,14 - 15,2309.0,971.0,3280.0
2017-09-27,15 - 16,2274.0,998.0,3272.0
2017-09-27,16 - 17,2287.0,1078.0,3365.0
2017-09-27,17 - 18,2367.0,1244.0,3611.0
2017-09-27,18 - 19,2413.0,1324.0,3737.0
2017-09-27,19 - 20,2197.0,1444.0,3641.0
2017-09-27,20 - 21,2111.0,1227.0,3338.0
2017-09-27,21 - 22,2049.0,983.0,3032.0
2017-09-27,22 - 23,2075.0,920.0,2995.0
2017-09-27,23 - 00,1948.0,852.0,2800.0
2017-09-28,00 - 01,1970.0,769.0,2739.0
2017-09-28,01 - 02,1923.0,786.0,2709.0
2017-09-28,02 - 03,1954.0,818.0,2772.0
2017-09-28,03 - 04,1912.0,813.0,2725.0
2017-09-28,04 - 05,1853.0,749.0,2602.0
2017-09-28,05 - 06,1814.0,817.0,2631.0
2017-09-28,06 - 07,1672.0,932.0,2604.0
2017-09-28,07 - 08,1829.0,1161.0,2990.0
2017-09-28,08 - 09,1960.0,1227.0,3187.0
2017-09-28,09 - 10,2094.0,1234.0,3328.0
2017-09-28,10 - 11,2305.0,1158.0,3463.0
2017-09-28,11 - 12,2444.0,1144.0,3588.0
2017-09-28,12 - 13,2558.0,1104.0,3662.0
2017-09-28,13 - 14,2478.0,1145.0,3623.0
2017-09-28,14 - 15,2371.0,1239.0,3610.0
2017-09-28,15 - 16,2360.0,1273.0,3633.0
2017-09-28,16 - 17,2173.0,1165.0,3338.0
2017-09-28,17 - 18,2178.0,1098.0,3276.0
2017-09-28,18 - 19,2033.0,1223.0,3256.0
2017-09-28,19 - 20,1793.0,1263.0,3056.0
2017-09-28,20 - 21,1573.0,1224.0,2797.0
2017-09-28,21 - 22,1347.0,1052.0,2399.0
2017-09-28,22 - 23,1297.0,745.0,2042.0
2017-09-28,23 - 00,1263.0,615.0,1878.0
2017-09-29,00 - 01,1213.0,595.0,1808.0
2017-09-29,01 - 02,1202.0,617.0,1819.0
2017-09-29,02 - 03,1251.0,635.0,1886.0
2017-09-29,03 - 04,1281.0,529.0,1810.0
2017-09-29,04 - 05,1304.0,543.0,1847.0
2017-09-29,05 - 06,1527.0,589.0,2116.0
2017-09-29,06 - 07,1745.0,693.0,2438.0
2017-09-29,07 - 08,1992.0,787.0,2779.0
2017-09-29,08 - 09,2122.0,829.0,2951.0
2017-09-29,09 - 10,2218.0,803.0,3021.0
2017-09-29,10 - 11,2284.0,897.0,3181.0
2017-09-29,11 - 12,2388.0,1016.0,3404.0
2017-09-29,12 - 13,2387.0,1041.0,3428.0
2017-09-29,13 - 14,2355.0,1124.0,3479.0
2017-09-29,14 - 15,2299.0,1149.0,3448.0
2017-09-29,15 - 16,2252.0,1110.0,3362.0
2017-09-29,16 - 17,2344.0,1036.0,3380.0
2017-09-29,17 - 18,2390.0,1035.0,3425.0
2017-09-29,18 - 19,2622.0,1137.0,3759.0
2017-09-29,19 - 20,2534.0,1118.0,3652.0
2017-09-29,20 - 21,2577.0,1110.0,3687.0
2017-09-29,21 - 22,2560.0,1092.0,3652.0
2017-09-29,22 - 23,2655.0,1077.0,3732.0
2017-09-29,23 - 00,2687.0,1078.0,3765.0
2017-09-30,00 - 01,2634.0,1033.0,3667.0
2017-09-30,01 - 02,2849.0,935.0,3784.0
2017-09-30,02 - 03,2757.0,896.0,3653.0
2017-09-30,03 - 04,2684.0,893.0,3577.0
2017-09-30,04 - 05,2630.0,913.0,3543.0
2017-09-30,05 - 06,2714.0,959.0,3673.0
2017-09-30,06 - 07,2662.0,995.0,3657.0
2017-09-30,07 - 08,2576.0,1084.0,3660.0
2017-09-30,08 - 09,2531.0,1158.0,3689.0
2017-09-30,09 - 10,2640.0,1150.0,3790.0
2017-09-30,10 - 11,2749.0,1141.0,3890.0
2017-09-30,11 - 12,2733.0,1118.0,3851.0
2017-09-30,12 - 13,2636.0,1047.0,3683.0
2017-09-30,13 - 14,2404.0,999.0,3403.0
2017-09-30,14 - 15,2321.0,974.0,3295.0
2017-09-30,15 - 16,2296.0,956.0,3252.0
2017-09-30,16 - 17,2366.0,995.0,3361.0
2017-09-30,17 - 18,2455.0,1015.0,3470.0
2017-09-30,18 - 19,2515.0,1031.0,3546.0
2017-09-30,19 - 20,2494.0,1089.0,3583.0
2017-09-30,20 - 21,2440.0,1100.0,3540.0
2017-09-30,21 - 22,2382.0,1095.0,3477.0
2017-09-30,22 - 23,2241.0,1089.0,3330.0
2017-09-30,23 - 00,1647.0,1076.0,2723.0
2017-10-01,00 - 01,1310.0,1074.0,2384.0
2017-10-01,01 - 02,1778.0,1012.0,2790.0
2017-10-01,02 - 03,1703.0,887.0,2590.0
2017-10-01,03 - 04,1563.0,780.0,2343.0
2017-10-01,04 - 05,1338.0,707.0,2045.0
2017-10-01,05 - 06,1164.0,612.0,1776.0
2017-10-01,06 - 07,1089.0,552.0,1641.0
2017-10-01,07 - 08,1081.0,536.0,1617.0
2017-10-01,08 - 09,1034.0,546.0,1580.0
2017-10-01,09 - 10,966.0,549.0,1515.0
2017-10-01,10 - 11,1002.0,585.0,1587.0
2017-10-01,11 - 12,1136.0,610.0,1746.0
2017-10-01,12 - 13,1197.0,627.0,1824.0
2017-10-01,13 - 14,1237.0,576.0,1813.0
2017-10-01,14 - 15,1355.0,469.0,1824.0
2017-10-01,15 - 16,1497.0,477.0,1974.0
2017-10-01,16 - 17,1597.0,455.0,2052.0
2017-10-01,17 - 18,1309.0,444.0,1753.0
2017-10-01,18 - 19,1232.0,488.0,1720.0
2017-10-01,19 - 20,1444.0,580.0,2024.0
2017-10-01,20 - 21,1599.0,662.0,2261.0
2017-10-01,21 - 22,1937.0,663.0,2600.0
2017-10-01,22 - 23,2241.0,632.0,2873.0
2017-10-01,23 - 00,2505.0,689.0,3194.0
2017-10-02,00 - 01,2528.0,775.0,3303.0
2017-10-02,01 - 02,2660.0,930.0,3590.0
2017-10-02,02 - 03,2620.0,979.0,3599.0
2017-10-02,03 - 04,2614.0,1001.0,3615.0
2017-10-02,04 - 05,2808.0,1114.0,3922.0
2017-10-02,05 - 06,2882.0,1325.0,4207.0
2017-10-02,06 - 07,2889.0,1318.0,4207.0
2017-10-02,07 - 08,2762.0,1365.0,4127.0
2017-10-02,08 - 09,2507.0,1472.0,3979.0
2017-10-02,09 - 10,2394.0,1475.0,3869.0
2017-10-02,10 - 11,2304.0,1450.0,3754.0
2017-10-02,11 - 12,2690.0,1443.0,4133.0
2017-10-02,12 - 13,3025.0,1484.0,4509.0
2017-10-02,13 - 14,3099.0,1480.0,4579.0
2017-10-02,14 - 15,3171.0,1378.0,4549.0
2017-10-02,15 - 16,2837.0,1273.0,4110.0
2017-10-02,16 - 17,2745.0,1288.0,4033.0
2017-10-02,17 - 18,2584.0,1285.0,3869.0
2017-10-02,18 - 19,2259.0,1319.0,3578.0
2017-10-02,19 - 20,2148.0,1429.0,3577.0
2017-10-02,20 - 21,2381.0,1472.0,3853.0
2017-10-02,21 - 22,2047.0,1298.0,3345.0
2017-10-02,22 - 23,1961.0,1200.0,3161.0
2017-10-02,23 - 00,2014.0,1263.0,3277.0
2017-10-03,00 - 01,1704.0,1221.0,2925.0
2017-10-03,01 - 02,1874.0,1083.0,2957.0
2017-10-03,02 - 03,1756.0,1073.0,2829.0
2017-10-03,03 - 04,1802.0,1042.0,2844.0
2017-10-03,04 - 05,1835.0,963.0,2798.0
2017-10-03,05 - 06,2265.0,906.0,3171.0
2017-10-03,06 - 07,2329.0,979.0,3308.0
2017-10-03,07 - 08,2418.0,963.0,3381.0
2017-10-03,08 - 09,3229.0,1014.0,4243.0
2017-10-03,09 - 10,2624.0,1027.0,3651.0
2017-10-03,10 - 11,2963.0,1140.0,4103.0
2017-10-03,11 - 12,3436.0,1278.0,4714.0
2017-10-03,12 - 13,3285.0,1323.0,4608.0
2017-10-03,13 - 14,3274.0,1248.0,4522.0
2017-10-03,14 - 15,3054.0,1254.0,4308.0
2017-10-03,15 - 16,3411.0,1212.0,4623.0
2017-10-03,16 - 17,3704.0,1208.0,4912.0
2017-10-03,17 - 18,3575.0,1232.0,4807.0
2017-10-03,18 - 19,3168.0,1143.0,4311.0
2017-10-03,19 - 20,3011.0,1208.0,4219.0
2017-10-03,20 - 21,3182.0,1231.0,4413.0
2017-10-03,21 - 22,3149.0,1238.0,4387.0
2017-10-03,22 - 23,2816.0,1238.0,4054.0
2017-10-03,23 - 00,2752.0,1205.0,3957.0
2017-10-04,00 - 01,2595.0,1204.0,3799.0
2017-10-04,01 - 02,2475.0,1215.0,3690.0
2017-10-04,02 - 03,2338.0,1153.0,3491.0
2017-10-04,03 - 04,2224.0,1077.0,3301.0
2017-10-04,04 - 05,2265.0,1104.0,3369.0
2017-10-04,05 - 06,2149.0,1072.0,3221.0
2017-10-04,06 - 07,2368.0,1116.0,3484.0
2017-10-04,07 - 08,2500.0,1154.0,3654.0
2017-10-04,08 - 09,2858.0,1147.0,4005.0
2017-10-04,09 - 10,3132.0,1186.0,4318.0
2017-10-04,10 - 11,3145.0,1214.0,4359.0
2017-10-04,11 - 12,3273.0,1234.0,4507.0
2017-10-04,12 - 13,3134.0,1251.0,4385.0
2017-10-04,13 - 14,3313.0,1355.0,4668.0
2017-10-04,14 - 15,3182.0,1511.0,4693.0
2017-10-04,15 - 16,3078.0,1563.0,4641.0
2017-10-04,16 - 17,2954.0,1482.0,4436.0
2017-10-04,17 - 18,3210.0,1434.0,4644.0
2017-10-04,18 - 19,2819.0,1389.0,4208.0
2017-10-04,19 - 20,2721.0,1280.0,4001.0
2017-10-04,20 - 21,2464.0,1322.0,3786.0
2017-10-04,21 - 22,2651.0,1241.0,3892.0
2017-10-04,22 - 23,2519.0,1186.0,3705.0
2017-10-04,23 - 00,2839.0,1135.0,3974.0
2017-10-05,00 - 01,2697.0,1193.0,3890.0
2017-10-05,01 - 02,2660.0,1217.0,3877.0
2017-10-05,02 - 03,2688.0,1186.0,3874.0
2017-10-05,03 - 04,2474.0,1166.0,3640.0
2017-10-05,04 - 05,2070.0,1104.0,3174.0
2017-10-05,05 - 06,1872.0,987.0,2859.0
2017-10-05,06 - 07,1819.0,942.0,2761.0
2017-10-05,07 - 08,1869.0,849.0,2718.0
2017-10-05,08 - 09,1876.0,691.0,2567.0
2017-10-05,09 - 10,1764.0,655.0,2419.0
2017-10-05,10 - 11,1848.0,779.0,2627.0
2017-10-05,11 - 12,2095.0,801.0,2896.0
2017-10-05,12 - 13,1973.0,798.0,2771.0
2017-10-05,13 - 14,2478.0,942.0,3420.0
2017-10-05,14 - 15,2790.0,1191.0,3981.0
2017-10-05,15 - 16,2860.0,1231.0,4091.0
2017-10-05,16 - 17,2891.0,1405.0,4296.0
2017-10-05,17 - 18,2718.0,1485.0,4203.0
2017-10-05,18 - 19,2721.0,1410.0,4131.0
2017-10-05,19 - 20,2280.0,1353.0,3633.0
2017-10-05,20 - 21,2459.0,1308.0,3767.0
2017-10-05,21 - 22,2399.0,1219.0,3618.0
2017-10-05,22 - 23,2860.0,1180.0,4040.0
2017-10-05,23 - 00,2641.0,1161.0,3802.0
2017-10-06,00 - 01,2630.0,1135.0,3765.0
2017-10-06,01 - 02,2682.0,1149.0,3831.0
2017-10-06,02 - 03,2517.0,1151.0,3668.0
2017-10-06,03 - 04,2394.0,1148.0,3542.0
2017-10-06,04 - 05,2394.0,1107.0,3501.0
2017-10-06,05 - 06,2368.0,1091.0,3459.0
2017-10-06,06 - 07,2424.0,1045.0,3469.0
2017-10-06,07 - 08,2720.0,1077.0,3797.0
2017-10-06,08 - 09,2522.0,1084.0,3606.0
2017-10-06,09 - 10,2426.0,1083.0,3509.0
2017-10-06,10 - 11,2477.0,1088.0,3565.0
2017-10-06,11 - 12,2658.0,1104.0,3762.0
2017-10-06,12 - 13,2639.0,1120.0,3759.0
2017-10-06,13 - 14,2625.0,1255.0,3880.0
2017-10-06,14 - 15,2551.0,1203.0,3754.0
2017-10-06,15 - 16,2311.0,1180.0,3491.0
2017-10-06,16 - 17,2053.0,1072.0,3125.0
2017-10-06,17 - 18,2086.0,869.0,2955.0
2017-10-06,18 - 19,2123.0,790.0,2913.0
2017-10-06,19 - 20,2240.0,963.0,3203.0
2017-10-06,20 - 21,2405.0,910.0,3315.0
2017-10-06,21 - 22,2503.0,838.0,3341.0
2017-10-06,22 - 23,2447.0,858.0,3305.0
2017-10-06,23 - 00,2602.0,1005.0,3607.0
2017-10-07,00 - 01,2765.0,961.0,3726.0
2017-10-07,01 - 02,2876.0,1037.0,3913.0
2017-10-07,02 - 03,2790.0,1042.0,3832.0
2017-10-07,03 - 04,2627.0,963.0,3590.0
2017-10-07,04 - 05,2641.0,977.0,3618.0
2017-10-07,05 - 06,2764.0,1003.0,3767.0
2017-10-07,06 - 07,2731.0,954.0,3685.0
2017-10-07,07 - 08,2580.0,922.0,3502.0
2017-10-07,08 - 09,2152.0,982.0,3134.0
2017-10-07,09 - 10,1870.0,974.0,2844.0
2017-10-07,10 - 11,1805.0,1029.0,2834.0
2017-10-07,11 - 12,1724.0,1078.0,2802.0
2017-10-07,12 - 13,1483.0,1067.0,2550.0
2017-10-07,13 - 14,1438.0,1102.0,2540.0
2017-10-07,14 - 15,1536.0,1153.0,2689.0
2017-10-07,15 - 16,1603.0,1190.0,2793.0
2017-10-07,16 - 17,1615.0,1242.0,2857.0
2017-10-07,17 - 18,1587.0,1215.0,2802.0
2017-10-07,18 - 19,1501.0,1219.0,2720.0
2017-10-07,19 - 20,1511.0,1185.0,2696.0
2017-10-07,20 - 21,1555.0,1066.0,2621.0
2017-10-07,21 - 22,1605.0,993.0,2598.0
2017-10-07,22 - 23,1673.0,834.0,2507.0
2017-10-07,23 - 00,1505.0,724.0,2229.0
2017-10-08,00 - 01,1601.0,784.0,2385.0
2017-10-08,01 - 02,1592.0,690.0,2282.0
2017-10-08,02 - 03,1608.0,747.0,2355.0
2017-10-08,03 - 04,1634.0,819.0,2453.0
2017-10-08,04 - 05,1709.0,822.0,2531.0
2017-10-08,05 - 06,1670.0,773.0,2443.0
2017-10-08,06 - 07,1668.0,668.0,2336.0
2017-10-08,07 - 08,1813.0,602.0,2415.0
2017-10-08,08 - 09,1766.0,672.0,2438.0
2017-10-08,09 - 10,1787.0,810.0,2597.0
2017-10-08,10 - 11,1738.0,989.0,2727.0
2017-10-08,11 - 12,2068.0,1067.0,3135.0
2017-10-08,12 - 13,2207.0,1095.0,3302.0
2017-10-08,13 - 14,2248.0,1094.0,3342.0
2017-10-08,14 - 15,2286.0,1092.0,3378.0
2017-10-08,15 - 16,2267.0,1103.0,3370.0
2017-10-08,16 - 17,2200.0,1006.0,3206.0
2017-10-08,17 - 18,1957.0,932.0,2889.0
2017-10-08,18 - 19,2175.0,930.0,3105.0
2017-10-08,19 - 20,2184.0,1028.0,3212.0
2017-10-08,20 - 21,1578.0,943.0,2521.0
2017-10-08,21 - 22,1465.0,777.0,2242.0
2017-10-08,22 - 23,1391.0,781.0,2172.0
2017-10-08,23 - 00,1356.0,786.0,2142.0
2017-10-09,00 - 01,1417.0,806.0,2223.0
2017-10-09,01 - 02,1524.0,768.0,2292.0
2017-10-09,02 - 03,1652.0,739.0,2391.0
2017-10-09,03 - 04,1615.0,799.0,2414.0
2017-10-09,04 - 05,1592.0,898.0,2490.0
2017-10-09,05 - 06,1669.0,912.0,2581.0
2017-10-09,06 - 07,1900.0,1059.0,2959.0
2017-10-09,07 - 08,2312.0,1273.0,3585.0
2017-10-09,08 - 09,2423.0,1459.0,3882.0
2017-10-09,09 - 10,2383.0,1347.0,3730.0
2017-10-09,10 - 11,2219.0,1270.0,3489.0
2017-10-09,11 - 12,2140.0,1367.0,3507.0
2017-10-09,12 - 13,2280.0,1324.0,3604.0
2017-10-09,13 - 14,2047.0,1270.0,3317.0
2017-10-09,14 - 15,2069.0,1198.0,3267.0
2017-10-09,15 - 16,2267.0,1132.0,3399.0
2017-10-09,16 - 17,2194.0,1054.0,3248.0
2017-10-09,17 - 18,2173.0,1133.0,3306.0
2017-10-09,18 - 19,2186.0,1205.0,3391.0
2017-10-09,19 - 20,2283.0,1201.0,3484.0
2017-10-09,20 - 21,2018.0,931.0,2949.0
2017-10-09,21 - 22,1467.0,765.0,2232.0
2017-10-09,22 - 23,1258.0,770.0,2028.0
2017-10-09,23 - 00,901.0,705.0,1606.0
2017-10-10,00 - 01,987.0,655.0,1642.0
2017-10-10,01 - 02,963.0,617.0,1580.0
2017-10-10,02 - 03,944.0,604.0,1548.0
2017-10-10,03 - 04,880.0,560.0,1440.0
2017-10-10,04 - 05,985.0,549.0,1534.0
2017-10-10,05 - 06,1141.0,603.0,1744.0
2017-10-10,06 - 07,1728.0,727.0,2455.0
2017-10-10,07 - 08,2134.0,988.0,3122.0
2017-10-10,08 - 09,2219.0,1121.0,3340.0
2017-10-10,09 - 10,2195.0,1189.0,3384.0
2017-10-10,10 - 11,2103.0,1112.0,3215.0
2017-10-10,11 - 12,2067.0,1232.0,3299.0
2017-10-10,12 - 13,2122.0,1148.0,3270.0
2017-10-10,13 - 14,2262.0,1123.0,3385.0
2017-10-10,14 - 15,2194.0,1222.0,3416.0
2017-10-10,15 - 16,1993.0,1128.0,3121.0
2017-10-10,16 - 17,1999.0,1223.0,3222.0
2017-10-10,17 - 18,2196.0,1307.0,3503.0
2017-10-10,18 - 19,2258.0,1360.0,3618.0
2017-10-10,19 - 20,2354.0,1470.0,3824.0
2017-10-10,20 - 21,2228.0,1326.0,3554.0
2017-10-10,21 - 22,2357.0,1184.0,3541.0
2017-10-10,22 - 23,2408.0,1113.0,3521.0
2017-10-10,23 - 00,2165.0,1012.0,3177.0
2017-10-11,00 - 01,1945.0,1017.0,2962.0
2017-10-11,01 - 02,1663.0,905.0,2568.0
2017-10-11,02 - 03,1459.0,838.0,2297.0
2017-10-11,03 - 04,1090.0,769.0,1859.0
2017-10-11,04 - 05,956.0,810.0,1766.0
2017-10-11,05 - 06,932.0,791.0,1723.0
2017-10-11,06 - 07,1483.0,916.0,2399.0
2017-10-11,07 - 08,1901.0,846.0,2747.0
2017-10-11,08 - 09,1684.0,934.0,2618.0
2017-10-11,09 - 10,1875.0,1085.0,2960.0
2017-10-11,10 - 11,1985.0,1141.0,3126.0
2017-10-11,11 - 12,2112.0,1065.0,3177.0
2017-10-11,12 - 13,2002.0,991.0,2993.0
2017-10-11,13 - 14,2422.0,981.0,3403.0
2017-10-11,14 - 15,2545.0,818.0,3363.0
2017-10-11,15 - 16,2835.0,948.0,3783.0
2017-10-11,16 - 17,2996.0,1196.0,4192.0
2017-10-11,17 - 18,3042.0,1170.0,4212.0
2017-10-11,18 - 19,3142.0,1204.0,4346.0
2017-10-11,19 - 20,3177.0,1250.0,4427.0
2017-10-11,20 - 21,3114.0,1317.0,4431.0
2017-10-11,21 - 22,3044.0,1319.0,4363.0
2017-10-11,22 - 23,3254.0,1174.0,4428.0
2017-10-11,23 - 00,3164.0,1132.0,4296.0
2017-10-12,00 - 01,3336.0,1153.0,4489.0
2017-10-12,01 - 02,3137.0,1157.0,4294.0
2017-10-12,02 - 03,2947.0,1200.0,4147.0
2017-10-12,03 - 04,2664.0,1218.0,3882.0
2017-10-12,04 - 05,2702.0,1237.0,3939.0
2017-10-12,05 - 06,2817.0,1258.0,4075.0
2017-10-12,06 - 07,3250.0,1268.0,4518.0
2017-10-12,07 - 08,3616.0,1330.0,4946.0
2017-10-12,08 - 09,3466.0,1392.0,4858.0
2017-10-12,09 - 10,3526.0,1338.0,4864.0
2017-10-12,10 - 11,3997.0,1412.0,5409.0
2017-10-12,11 - 12,4079.0,1427.0,5506.0
2017-10-12,12 - 13,3598.0,1408.0,5006.0
2017-10-12,13 - 14,3837.0,1470.0,5307.0
2017-10-12,14 - 15,3536.0,1468.0,5004.0
2017-10-12,15 - 16,3855.0,1450.0,5305.0
2017-10-12,16 - 17,3642.0,1478.0,5120.0
2017-10-12,17 - 18,4050.0,1496.0,5546.0
2017-10-12,18 - 19,3812.0,1589.0,5401.0
2017-10-12,19 - 20,3585.0,1591.0,5176.0
2017-10-12,20 - 21,3391.0,1532.0,4923.0
2017-10-12,21 - 22,3178.0,1512.0,4690.0
2017-10-12,22 - 23,2825.0,1382.0,4207.0
2017-10-12,23 - 00,2522.0,1231.0,3753.0
2017-10-13,00 - 01,2291.0,1077.0,3368.0
2017-10-13,01 - 02,2231.0,1062.0,3293.0
2017-10-13,02 - 03,1756.0,1066.0,2822.0
2017-10-13,03 - 04,1686.0,1104.0,2790.0
2017-10-13,04 - 05,1431.0,1032.0,2463.0
2017-10-13,05 - 06,1063.0,913.0,1976.0
2017-10-13,06 - 07,1526.0,1027.0,2553.0
2017-10-13,07 - 08,2095.0,1227.0,3322.0
2017-10-13,08 - 09,2237.0,1361.0,3598.0
2017-10-13,09 - 10,2362.0,1296.0,3658.0
2017-10-13,10 - 11,2441.0,1270.0,3711.0
2017-10-13,11 - 12,2434.0,1128.0,3562.0
2017-10-13,12 - 13,2333.0,927.0,3260.0
2017-10-13,13 - 14,2079.0,859.0,2938.0
2017-10-13,14 - 15,2135.0,882.0,3017.0
2017-10-13,15 - 16,2287.0,822.0,3109.0
2017-10-13,16 - 17,2596.0,976.0,3572.0
2017-10-13,17 - 18,2628.0,1198.0,3826.0
2017-10-13,18 - 19,2670.0,1449.0,4119.0
2017-10-13,19 - 20,2733.0,1285.0,4018.0
2017-10-13,20 - 21,2748.0,1179.0,3927.0
2017-10-13,21 - 22,2782.0,1186.0,3968.0
2017-10-13,22 - 23,2788.0,1126.0,3914.0
2017-10-13,23 - 00,2382.0,1040.0,3422.0
2017-10-14,00 - 01,2191.0,980.0,3171.0
2017-10-14,01 - 02,2282.0,945.0,3227.0
2017-10-14,02 - 03,2434.0,940.0,3374.0
2017-10-14,03 - 04,2338.0,937.0,3275.0
2017-10-14,04 - 05,2300.0,893.0,3193.0
2017-10-14,05 - 06,2174.0,903.0,3077.0
2017-10-14,06 - 07,2040.0,964.0,3004.0
2017-10-14,07 - 08,2011.0,947.0,2958.0
2017-10-14,08 - 09,2051.0,997.0,3048.0
2017-10-14,09 - 10,2006.0,1087.0,3093.0
2017-10-14,10 - 11,2345.0,1091.0,3436.0
2017-10-14,11 - 12,2140.0,1107.0,3247.0
2017-10-14,12 - 13,2370.0,1134.0,3504.0
2017-10-14,13 - 14,2165.0,1133.0,3298.0
2017-10-14,14 - 15,2071.0,1095.0,3166.0
2017-10-14,15 - 16,1833.0,1010.0,2843.0
2017-10-14,16 - 17,1851.0,1011.0,2862.0
2017-10-14,17 - 18,2035.0,1155.0,3190.0
2017-10-14,18 - 19,1838.0,1307.0,3145.0
2017-10-14,19 - 20,1762.0,1190.0,2952.0
2017-10-14,20 - 21,1807.0,1061.0,2868.0
2017-10-14,21 - 22,1855.0,1144.0,2999.0
2017-10-14,22 - 23,1691.0,1040.0,2731.0
2017-10-14,23 - 00,1425.0,1067.0,2492.0
2017-10-15,00 - 01,1045.0,1019.0,2064.0
2017-10-15,01 - 02,1039.0,1040.0,2079.0
2017-10-15,02 - 03,1235.0,996.0,2231.0
2017-10-15,03 - 04,1175.0,849.0,2024.0
2017-10-15,04 - 05,1024.0,714.0,1738.0
2017-10-15,05 - 06,1005.0,613.0,1618.0
2017-10-15,06 - 07,984.0,493.0,1477.0
2017-10-15,07 - 08,1214.0,601.0,1815.0
2017-10-15,08 - 09,1218.0,557.0,1775.0
2017-10-15,09 - 10,1163.0,513.0,1676.0
2017-10-15,10 - 11,1404.0,508.0,1912.0
2017-10-15,11 - 12,1680.0,567.0,2247.0
2017-10-15,12 - 13,2041.0,621.0,2662.0
2017-10-15,13 - 14,2351.0,610.0,2961.0
2017-10-15,14 - 15,2523.0,507.0,3030.0
2017-10-15,15 - 16,2567.0,472.0,3039.0
2017-10-15,16 - 17,2471.0,598.0,3069.0
2017-10-15,17 - 18,2398.0,819.0,3217.0
2017-10-15,18 - 19,2509.0,1011.0,3520.0
2017-10-15,19 - 20,2516.0,1085.0,3601.0
2017-10-15,20 - 21,2282.0,1011.0,3293.0
2017-10-15,21 - 22,2202.0,1040.0,3242.0
2017-10-15,22 - 23,2156.0,989.0,3145.0
2017-10-15,23 - 00,2428.0,871.0,3299.0
2017-10-16,00 - 01,1852.0,894.0,2746.0
2017-10-16,01 - 02,1741.0,804.0,2545.0
2017-10-16,02 - 03,1479.0,787.0,2266.0
2017-10-16,03 - 04,1401.0,786.0,2187.0
2017-10-16,04 - 05,1171.0,692.0,1863.0
2017-10-16,05 - 06,1224.0,621.0,1845.0
2017-10-16,06 - 07,1003.0,697.0,1700.0
2017-10-16,07 - 08,1548.0,805.0,2353.0
2017-10-16,08 - 09,1624.0,775.0,2399.0
2017-10-16,09 - 10,1650.0,755.0,2405.0
2017-10-16,10 - 11,1859.0,835.0,2694.0
2017-10-16,11 - 12,2009.0,857.0,2866.0
2017-10-16,12 - 13,1947.0,877.0,2824.0
2017-10-16,13 - 14,1456.0,833.0,2289.0
2017-10-16,14 - 15,1666.0,746.0,2412.0
2017-10-16,15 - 16,1290.0,681.0,1971.0
2017-10-16,16 - 17,1621.0,701.0,2322.0
2017-10-16,17 - 18,1681.0,696.0,2377.0
2017-10-16,18 - 19,1808.0,702.0,2510.0
2017-10-16,19 - 20,1685.0,685.0,2370.0
2017-10-16,20 - 21,1540.0,697.0,2237.0
2017-10-16,21 - 22,1561.0,698.0,2259.0
2017-10-16,22 - 23,1272.0,613.0,1885.0
2017-10-16,23 - 00,1546.0,543.0,2089.0
2017-10-17,00 - 01,1678.0,590.0,2268.0
2017-10-17,01 - 02,2146.0,606.0,2752.0
2017-10-17,02 - 03,2426.0,739.0,3165.0
2017-10-17,03 - 04,2514.0,771.0,3285.0
2017-10-17,04 - 05,2474.0,811.0,3285.0
2017-10-17,05 - 06,2605.0,845.0,3450.0
2017-10-17,06 - 07,2476.0,984.0,3460.0
2017-10-17,07 - 08,2602.0,1203.0,3805.0
2017-10-17,08 - 09,2819.0,1261.0,4080.0
2017-10-17,09 - 10,3020.0,1195.0,4215.0
2017-10-17,10 - 11,3196.0,1192.0,4388.0
2017-10-17,11 - 12,3327.0,1016.0,4343.0
2017-10-17,12 - 13,3493.0,1084.0,4577.0
2017-10-17,13 - 14,3607.0,1140.0,4747.0
2017-10-17,14 - 15,3574.0,1239.0,4813.0
2017-10-17,15 - 16,3590.0,1263.0,4853.0
2017-10-17,16 - 17,3449.0,1223.0,4672.0
2017-10-17,17 - 18,3371.0,1225.0,4596.0
2017-10-17,18 - 19,3297.0,1261.0,4558.0
2017-10-17,19 - 20,3157.0,1211.0,4368.0
2017-10-17,20 - 21,3109.0,1039.0,4148.0
2017-10-17,21 - 22,3103.0,1114.0,4217.0
