EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 21-01-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
18307,199676,NOETTEROEY - TOROED                     ,NO,+59:10:08,+010:25:26,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18307,199679,FV308 TJOEME-BUDAL                      ,NO,+59:07:30,+010:23:05,  16,TG21,20151118,20201231,   22,Hans Olav Hygen                                   
18307,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
18678,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
18678,199186,TJOEME                                  ,NO,+59:07:15,+010:23:53,  32,TG21,20160823,20201231,   22,Hans Olav Hygen                                   
18678,199676,NOETTEROEY - TOROED                     ,NO,+59:10:08,+010:25:26,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18678,199679,FV308 TJOEME-BUDAL                      ,NO,+59:07:30,+010:23:05,  16,TG21,20151118,20201231,   22,Hans Olav Hygen                                   
18678,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
18682,110943,ORSKOG                                  ,NO,+62:28:44,+006:49:12,   4,TG21,20141117,20201231,   22,Hans Olav Hygen                                   
18682,199616,EMBLEM                                  ,NO,+62:25:54,+006:25:57,   1,TG21,20120804,20201231,   22,Hans Olav Hygen                                   
18682,199685,E39 SVORTA                              ,NO,+62:28:58,+006:38:45,  20,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18682,200821,SKODJE                                  ,NO,+62:30:00,+006:41:00,  26,TG21,19610101,20200830,   22,Hans Olav Hygen                                   
18687,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
18687,199691,E18 SANDVIKA                            ,NO,+59:53:32,+010:32:25,   3,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18687,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
18687,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
18687,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
18311,199692,VANGSNES                                ,NO,+61:10:21,+006:38:43,  49,TG21,19931222,20201231,   22,Hans Olav Hygen                                   
18311,200703,VANGSNES                                ,NO,+61:10:20,+006:38:37,  51,TG21,19540101,19940429,   22,Hans Olav Hygen                                   
18311,901338,VANGSNES                                ,NO,+61:10:00,+006:39:00,  51, TG5,20020618,20200229,     ,                    
18020,134900,TROMSO - LANGNES                        ,NO,+69:40:36,+018:54:48,   8,TG21,19641001,20201231,   22,Hans Olav Hygen                                   
18020,199703,TROMSO - HOLT                           ,NO,+69:39:14,+018:54:34,  20,TG21,19940120,20201231,   22,Hans Olav Hygen                                   
18020,200836,SKATTOERA                               ,NO,+69:41:49,+019:01:15,  14,TG21,19570101,19640830,   22,Hans Olav Hygen                                   
18020,200853,TROMSOE I                               ,NO,+69:39:07,+018:57:00,  38,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18695,157158,GLAPEN FYR                              ,NO,+67:53:00,+013:03:00,  31,TG21,19570101,19840331,   22,Hans Olav Hygen                                   
18695,199704,E10 AKKARVIKA                           ,NO,+67:57:46,+013:09:15,  54,TG21,20150115,20201231,   22,Hans Olav Hygen                                   
18072,199706,VALNESFJORD                             ,NO,+67:16:35,+015:06:06,  20,TG21,20140601,20201231,   22,Hans Olav Hygen                                   
18072,200682,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,  14,TG21,19671201,19720429,   22,Hans Olav Hygen                                   
18072,200970,FAUSKE                                  ,NO,+67:15:00,+015:23:00,  14,TG21,19570101,19671129,   22,Hans Olav Hygen                                   
18698,199709,FV62 EIDSOERA                           ,NO,+62:47:59,+008:09:58,  37,TG21,20150912,20201231,   22,Hans Olav Hygen                                   
18698,200769,TINGVOLL                                ,NO,+62:50:00,+008:18:01,  51,TG21,19321001,19550629,   22,Hans Olav Hygen                                   
18704,199715,E39 FLASKJAER                           ,NO,+62:16:12,+005:59:30,  20,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18704,200587,OERSTAVIK - VELLE                       ,NO,+62:12:09,+006:07:56,  35,TG21,19610101,19960429,   22,Hans Olav Hygen                                   
18707,109682,SOLA                                    ,NO,+58:53:03,+005:38:13,   7,TG21,19530101,20201231,   22,Hans Olav Hygen                                   
18707,199477,E39 FINNESTAD                           ,NO,+58:59:27,+005:39:16,  35,TG21,20131016,20201231,   22,Hans Olav Hygen                                   
18707,199720,FV509 SUNDEKROSSEN                      ,NO,+58:57:44,+005:36:53,  20,TG21,20131015,20201231,   22,Hans Olav Hygen                                   
18709,109682,SOLA                                    ,NO,+58:53:03,+005:38:13,   7,TG21,19530101,20201231,   22,Hans Olav Hygen                                   
18709,134372,SANDNES - ROVIK                         ,NO,+58:51:58,+005:45:44,  19,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18709,199723,FV510 REGE                              ,NO,+58:51:29,+005:38:48,  30,TG21,20131015,20201231,   22,Hans Olav Hygen                                   
18710,105463,BERGEN FLORIDA                          ,NO,+60:23:00,+005:20:00,  12,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
18710,199084,E39 NORDHORDLANDSBRUA                   ,NO,+60:31:21,+005:16:01,  20,TG21,20140110,20201231,   22,Hans Olav Hygen                                   
18710,199724,FV217 STEINRUSTEN                       ,NO,+60:26:29,+005:10:50,  17,TG21,20141224,20201231,   22,Hans Olav Hygen                                   
18710,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18710,200691,RV555 SOTRABRUA                         ,NO,+60:22:19,+005:09:20,  30,TG21,20140103,20201231,   22,Hans Olav Hygen                                   
18710,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:31,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18722,133940,NARVIK LUFTHAVN                         ,NO,+68:26:23,+017:23:19,  31,TG21,20020801,20170404,   22,Hans Olav Hygen                                   
18722,199398,NARVIK SENTRUM                          ,NO,+68:26:14,+017:25:16,  31,TG21,20181214,20201231,   22,Hans Olav Hygen                                   
18722,199742,E6 SKJOMENBRUA                          ,NO,+68:22:16,+017:14:38,  30,TG21,20150521,20201231,   22,Hans Olav Hygen                                   
18722,200611,SKJOMEN - SLETTJORD                     ,NO,+68:17:18,+017:18:36,   6,TG21,19711001,19941230,   22,Hans Olav Hygen                                   
18741,134888,HEKKINGEN FYR                           ,NO,+69:36:03,+017:50:15,  14,TG21,19791101,20201231,   22,Hans Olav Hygen                                   
18741,200581,LEIRKJOSEN                              ,NO,+69:33:06,+017:54:46,   9,TG21,19671101,19790429,   22,Hans Olav Hygen                                   
18741,200608,SOMMAROEY I SENJA                       ,NO,+69:38:00,+018:00:38,   2,TG21,19570101,19670629,   22,Hans Olav Hygen                                   
18741,901015,HEKKINGEN LH                            ,NO,+69:35:59,+017:49:59,  14, TG5,19820113,20200229,     ,                    
18742,199080,OVERHALLA-SKOGMO                        ,NO,+64:30:37,+012:01:11,  32,TG21,20130101,20201231,   22,Hans Olav Hygen                                   
18742,200582,HOEYLANDET - DRAGEIDET                  ,NO,+64:33:30,+012:10:56,  29,TG21,19981204,20070611,   22,Hans Olav Hygen                                   
18742,200723,HOEYLANDET                              ,NO,+64:36:14,+012:16:03,  22,TG21,19540601,19800530,   22,Hans Olav Hygen                                   
18742,901295,HOYLANDET-DRAG.                         ,NO,+64:33:00,+012:09:00,  29, TG5,19820114,20070610,     ,                    
18745,110655,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48,TG21,19551002,20201231,   22,Hans Olav Hygen                                   
18745,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18745,200585,FANA FORSOEKSSTASJON                    ,NO,+60:15:36,+005:21:12,  48,TG21,19581001,19901230,   22,Hans Olav Hygen                                   
18745,200614,SYFTELAND                               ,NO,+60:14:18,+005:26:31,  55,TG21,19570101,19601230,   22,Hans Olav Hygen                                   
18744,133136,HONNINGSVAG LUFTHAVN                    ,NO,+71:00:38,+025:58:42,  14,TG21,20030801,20201231,   22,Hans Olav Hygen                                   
18744,200586,HELNES FYR                              ,NO,+71:03:41,+026:13:17,  33,TG21,19540101,20040916,   22,Hans Olav Hygen                                   
18746,199715,E39 FLASKJAER                           ,NO,+62:16:12,+005:59:30,  20,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18746,200587,OERSTAVIK - VELLE                       ,NO,+62:12:09,+006:07:56,  35,TG21,19610101,19960429,   22,Hans Olav Hygen                                   
18747,101153,TORUNGEN FYR                            ,NO,+58:23:00,+008:47:30,  12, TG5,19370108,20031231,   47,GSN network                                       
18747,109664,TORUNGEN FYR                            ,NO,+58:23:00,+008:47:30,  12,TG21,19110101,20201231,   22,Hans Olav Hygen                                   
18747,200588,MERDOEY                                 ,NO,+58:26:00,+008:48:00,  10,TG21,19540101,19540629,   22,Hans Olav Hygen                                   
18747,901465,TORUNGEN LH                             ,NO,+58:24:00,+008:48:00,  15, TG5,19820113,20190702,     ,                    
18749,199561,BOE I VESTERALEN III                    ,NO,+68:36:24,+014:26:00,   8,TG21,20021204,20201231,   22,Hans Olav Hygen                                   
18749,200590,BOE I VESTERALEN II                     ,NO,+68:37:56,+014:27:47,  12,TG21,19610701,20010629,   22,Hans Olav Hygen                                   
18749,200748,BOE I VESTERALEN                        ,NO,+68:37:13,+014:27:03,   7,TG21,19540101,19600929,   22,Hans Olav Hygen                                   
18749,200775,LITLOEY FYR                             ,NO,+68:35:36,+014:18:37,  30,TG21,19940901,20030605,   22,Hans Olav Hygen                                   
18761,133772,BRONNOYSUND LUFTHAVN                    ,NO,+65:27:24,+012:13:06,   9,TG21,20020801,20201231,   22,Hans Olav Hygen                                   
18761,200606,BROENNOEYSUND III                       ,NO,+65:28:36,+012:12:45,   5,TG21,19570101,19721230,   22,Hans Olav Hygen                                   
18761,200887,BROENNOEYSUND                           ,NO,+65:28:00,+012:12:00,   4,TG21,19000101,19481230,   22,Hans Olav Hygen                                   
18763,134888,HEKKINGEN FYR                           ,NO,+69:36:03,+017:50:15,  14,TG21,19791101,20201231,   22,Hans Olav Hygen                                   
18763,200581,LEIRKJOSEN                              ,NO,+69:33:06,+017:54:46,   9,TG21,19671101,19790429,   22,Hans Olav Hygen                                   
18763,200608,SOMMAROEY I SENJA                       ,NO,+69:38:00,+018:00:38,   2,TG21,19570101,19670629,   22,Hans Olav Hygen                                   
18763,901015,HEKKINGEN LH                            ,NO,+69:35:59,+017:49:59,  14, TG5,19820113,20200229,     ,                    
18766,199742,E6 SKJOMENBRUA                          ,NO,+68:22:16,+017:14:38,  30,TG21,20150521,20201231,   22,Hans Olav Hygen                                   
18766,200611,SKJOMEN - SLETTJORD                     ,NO,+68:17:18,+017:18:36,   6,TG21,19711001,19941230,   22,Hans Olav Hygen                                   
18776,199518,FJAERLAND - BREMUSEET                   ,NO,+61:25:24,+006:45:51,   3,TG21,20051201,20201231,   22,Hans Olav Hygen                                   
18776,200622,FJAERLAND - SKARESTAD                   ,NO,+61:26:07,+006:46:15,  10,TG21,19520701,20050125,   22,Hans Olav Hygen                                   
18776,200795,FJAERLAND                               ,NO,+61:26:00,+006:46:00,   5,TG21,19210201,19510929,   22,Hans Olav Hygen                                   
18776,901332,FJAERLAND-BREMUSEET                     ,NO,+61:26:00,+006:46:00,   3, TG5,20061125,20200229,     ,                    
18785,109632,LINDESNES FYR                           ,NO,+57:59:00,+007:02:54,  13,TG21,19540101,20201231,   22,Hans Olav Hygen                                   
18785,200633,LINDESNES FYR                           ,NO,+57:58:58,+007:02:52,  13,TG21,20020901,20050627,   22,Hans Olav Hygen                                   
18785,901436,LINDESNES LH                            ,NO,+57:59:00,+007:03:00,  13, TG5,19820114,20200229,     ,                    
18792,199562,YTTEROEYANE FYR                         ,NO,+61:34:18,+004:40:54,  26,TG21,19840901,20201231,   22,Hans Olav Hygen                                   
18792,200640,KINN                                    ,NO,+61:33:40,+004:46:11,   9,TG21,19570101,19671030,   22,Hans Olav Hygen                                   
18792,200802,KINN                                    ,NO,+61:33:51,+004:47:26,  10,TG21,19671101,19880530,   22,Hans Olav Hygen                                   
18792,901304,YTTEROYANE LH                           ,NO,+61:34:00,+004:41:00,  25, TG5,19850226,20200229,     ,                    
18794,134684,BUHOLMRASA FYR                          ,NO,+64:24:05,+010:27:18,  18,TG21,19651101,20201231,   22,Hans Olav Hygen                                   
18794,200642,KALVAERET                               ,NO,+64:20:05,+010:19:10,  12,TG21,19630701,19650921,   22,Hans Olav Hygen                                   
18797,133904,MO I RANA III                           ,NO,+66:18:25,+014:09:15,  41,TG21,19570101,19650930,   22,Hans Olav Hygen                                   
18797,199067,E6 YTTERVIKA                            ,NO,+66:13:47,+013:52:22,   8,TG21,20190129,20201231,   22,Hans Olav Hygen                                   
18797,200644,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,  31,TG21,19660901,19891030,   22,Hans Olav Hygen                                   
18797,200740,MO I RANA II                            ,NO,+66:19:40,+014:10:22,  25,TG21,19460710,19561230,   22,Hans Olav Hygen                                   
18797,200833,YTTEREN I RANA                          ,NO,+66:20:31,+014:07:40,  20,TG21,19411213,19460709,   22,Hans Olav Hygen                                   
18797,200883,RANA - BASMOEN                          ,NO,+66:19:54,+014:06:08,  40,TG21,19910815,20011014,   22,Hans Olav Hygen                                   
18797,200903,MO I RANA                               ,NO,+66:18:30,+014:08:15,   8,TG21,19350617,19410629,   22,Hans Olav Hygen                                   
18797,901149,RANA-BASMOEN                            ,NO,+66:20:00,+014:06:00,  40, TG5,19820113,20011014,     ,                    
18796,200645,SKUDENES II                             ,NO,+59:08:56,+005:14:58,   2,TG21,19540101,20051129,   22,Hans Olav Hygen                                   
18796,200794,SKUDENES                                ,NO,+59:08:59,+005:15:38,   7,TG21,19000101,19371230,   22,Hans Olav Hygen                                   
18796,200925,SKUDENES III                            ,NO,+59:08:47,+005:15:00,  10,TG21,19810501,19921030,   22,Hans Olav Hygen                                   
18812,199425,NJOS                                    ,NO,+61:10:45,+006:51:39,  45,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18812,199692,VANGSNES                                ,NO,+61:10:21,+006:38:43,  49,TG21,19931222,20201231,   22,Hans Olav Hygen                                   
18812,200662,LEIKANGER                               ,NO,+61:10:49,+006:51:46,  53,TG21,19570101,19900130,   22,Hans Olav Hygen                                   
18812,200703,VANGSNES                                ,NO,+61:10:20,+006:38:37,  51,TG21,19540101,19940429,   22,Hans Olav Hygen                                   
18812,901338,VANGSNES                                ,NO,+61:10:00,+006:39:00,  51, TG5,20020618,20200229,     ,                    
18814,199428,LAERDAL IV                              ,NO,+61:06:12,+007:30:09,   2,TG21,20080916,20201231,   22,Hans Olav Hygen                                   
18814,200665,LAERDAL - MOLDO                         ,NO,+61:03:59,+007:30:51,  24,TG21,19960601,20080929,   22,Hans Olav Hygen                                   
18814,200951,LAERDAL - TOENJUM                       ,NO,+61:03:42,+007:31:00,  36,TG21,19540101,19960429,   22,Hans Olav Hygen                                   
18814,901355,LAERDAL IV                              ,NO,+61:06:00,+007:30:00,   5, TG5,19820114,20200229,     ,                    
18815,199234,OSLO - LILLEAKER                        ,NO,+59:55:13,+010:38:03,  39,TG21,20120201,20200528,   22,Hans Olav Hygen                                   
18815,200667,DOENSKI                                 ,NO,+59:54:01,+010:30:04,  59,TG21,19700201,20030830,   22,Hans Olav Hygen                                   
18821,199639,RV15 FOSNES                             ,NO,+61:54:28,+007:03:32,  32,TG21,20171130,20201231,   22,Hans Olav Hygen                                   
18821,200675,FLO                                     ,NO,+61:56:43,+007:01:31,  40,TG21,19830513,19880830,   22,Hans Olav Hygen                                   
18821,200862,LOEN                                    ,NO,+61:52:22,+006:51:25,  39,TG21,19710401,19880330,   22,Hans Olav Hygen                                   
18826,199517,SETSA                                   ,NO,+67:09:57,+015:29:09,   7,TG21,20090201,20201231,   22,Hans Olav Hygen                                   
18826,200682,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,  14,TG21,19671201,19720429,   22,Hans Olav Hygen                                   
18826,200970,FAUSKE                                  ,NO,+67:15:00,+015:23:00,  14,TG21,19570101,19671129,   22,Hans Olav Hygen                                   
19142,199126,LAKSFORS                                ,NO,+65:37:17,+013:17:21,  50,TG21,20111120,20201231,   22,Hans Olav Hygen                                   
19142,200685,GRANE II                                ,NO,+65:35:12,+013:23:00,  42,TG21,19751115,19860720,   22,Hans Olav Hygen                                   
19142,200878,GRANE                                   ,NO,+65:35:21,+013:22:42,  66,TG21,19751115,19810517,   22,Hans Olav Hygen                                   
19144,105463,BERGEN FLORIDA                          ,NO,+60:23:00,+005:20:00,  12,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
19144,199130,RV555 SOTRABRUA VIND                    ,NO,+60:22:21,+005:10:26,  50,TG21,20161119,20201231,   22,Hans Olav Hygen                                   
19144,199724,FV217 STEINRUSTEN                       ,NO,+60:26:29,+005:10:50,  17,TG21,20141224,20201231,   22,Hans Olav Hygen                                   
19144,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
19144,200691,RV555 SOTRABRUA                         ,NO,+60:22:19,+005:09:20,  30,TG21,20140103,20201231,   22,Hans Olav Hygen                                   
19144,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:31,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18836,199399,FV301 BERG KIRKE                        ,NO,+58:59:34,+009:55:24,  10,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18836,200695,LANGOEYTANGEN FYR                       ,NO,+58:59:30,+009:45:25,   6,TG21,19720701,19900929,   22,Hans Olav Hygen                                   
18840,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20201231,   22,Hans Olav Hygen                                   
18840,200698,ROEST II                                ,NO,+67:30:23,+012:04:34,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
18840,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
18840,200886,ROEST                                   ,NO,+67:30:22,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
18840,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,     ,                    
18845,199692,VANGSNES                                ,NO,+61:10:21,+006:38:43,  49,TG21,19931222,20201231,   22,Hans Olav Hygen                                   
18845,200703,VANGSNES                                ,NO,+61:10:20,+006:38:37,  51,TG21,19540101,19940429,   22,Hans Olav Hygen                                   
18845,901338,VANGSNES                                ,NO,+61:10:00,+006:39:00,  51, TG5,20020618,20200229,     ,                    
19145,199091,GJERPEN-ARHUS                           ,NO,+59:13:36,+009:34:38,  41,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
19145,200706,RV36 FJAEREKILEN                        ,NO,+59:11:08,+009:32:25,  20,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
19145,200969,EIDANGER                                ,NO,+59:07:29,+009:41:55,  39,TG21,19611101,19620830,   22,Hans Olav Hygen                                   
18849,134924,SORKJOSEN LUFTHAVN                      ,NO,+69:47:20,+020:57:19,   6,TG21,20050817,20201231,   22,Hans Olav Hygen                                   
18849,200708,NORDREISA - OEYENG                      ,NO,+69:44:48,+021:01:36,   5,TG21,19920701,20060830,   22,Hans Olav Hygen                                   
18849,200779,NORDREISA                               ,NO,+69:44:28,+021:01:25,   1,TG21,19581101,19920629,   22,Hans Olav Hygen                                   
18849,901041,NORDREISA-OYENG                         ,NO,+69:44:00,+021:01:00,   5, TG5,19820114,20060830,     ,                    
18862,199300,E6 NORDNES                              ,NO,+69:35:06,+020:23:56,  18,TG21,20150414,20201231,   22,Hans Olav Hygen                                   
18862,200720,LYNGSEIDET IV                           ,NO,+69:34:00,+020:14:00,   3,TG21,19641101,19760730,   22,Hans Olav Hygen                                   
18864,200582,HOEYLANDET - DRAGEIDET                  ,NO,+64:33:30,+012:10:56,  29,TG21,19981204,20070611,   22,Hans Olav Hygen                                   
18864,200723,HOEYLANDET                              ,NO,+64:36:14,+012:16:03,  22,TG21,19540601,19800530,   22,Hans Olav Hygen                                   
18864,901295,HOYLANDET-DRAG.                         ,NO,+64:33:00,+012:09:00,  29, TG5,19820114,20070610,     ,                    
18868,109606,ORLAND                                  ,NO,+63:42:01,+009:36:05,  10,TG21,19541101,20201231,   22,Hans Olav Hygen                                   
18868,200727,OERLAND II                              ,NO,+63:41:00,+009:36:00,  12,TG21,19550701,19550830,   22,Hans Olav Hygen                                   
18868,901241,ORLAND III                              ,NO,+63:42:00,+009:36:00,   7, TG5,19820113,20200229,     ,                    
18872,199217,VOSSEVANGEN                             ,NO,+60:37:30,+006:25:35,  54,TG21,20040130,20201231,   22,Hans Olav Hygen                                   
18872,200732,VOSS II                                 ,NO,+60:37:39,+006:25:31,  61,TG21,19350816,19611030,   22,Hans Olav Hygen                                   
18872,201016,VOSS - TVILDEMOEN                       ,NO,+60:37:53,+006:25:57,  66,TG21,19611101,19620530,   22,Hans Olav Hygen                                   
19149,199298,E18 HJORTNES                            ,NO,+59:54:40,+010:42:15,  20,TG21,20130104,20200827,   22,Hans Olav Hygen                                   
19149,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
19149,200736,OSLO - OBSERVATORIET (VINDU)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19331230,   22,Hans Olav Hygen                                   
19149,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
19149,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
19149,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
18878,109824,RADE - TOMB                             ,NO,+59:19:00,+010:49:00,  14,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
18878,199092,OSAKER                                  ,NO,+59:19:09,+011:02:32,  45,TG21,20130101,20201231,   22,Hans Olav Hygen                                   
18878,199277,E6 KARLSHUS                             ,NO,+59:21:01,+010:53:49,  50,TG21,20130105,20201231,   22,Hans Olav Hygen                                   
18878,200741,ROED I RADE                             ,NO,+59:20:25,+010:53:42,  34,TG21,19591001,19711230,   22,Hans Olav Hygen                                   
18878,200816,KALNES                                  ,NO,+59:18:55,+011:02:56,  56,TG21,19570101,19820730,   22,Hans Olav Hygen                                   
18878,901494,RYGGE                                   ,NO,+59:23:00,+010:47:00,  53, TG5,19820113,20200229,     ,                    
18884,199561,BOE I VESTERALEN III                    ,NO,+68:36:24,+014:26:00,   8,TG21,20021204,20201231,   22,Hans Olav Hygen                                   
18884,200590,BOE I VESTERALEN II                     ,NO,+68:37:56,+014:27:47,  12,TG21,19610701,20010629,   22,Hans Olav Hygen                                   
18884,200748,BOE I VESTERALEN                        ,NO,+68:37:13,+014:27:03,   7,TG21,19540101,19600929,   22,Hans Olav Hygen                                   
18884,200775,LITLOEY FYR                             ,NO,+68:35:36,+014:18:37,  30,TG21,19940901,20030605,   22,Hans Olav Hygen                                   
18889,199513,BANAK                                   ,NO,+70:03:36,+024:59:24,   5,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
18889,200599,BRENNELV                                ,NO,+70:04:00,+025:07:00,  35,TG21,19610801,19811230,   22,Hans Olav Hygen                                   
18889,200755,STABBURSDALEN                           ,NO,+70:03:00,+024:58:14,  26,TG21,19580801,19610429,   22,Hans Olav Hygen                                   
18889,901059,BANAK                                   ,NO,+70:04:00,+024:59:00,   8, TG5,19820114,20200229,     ,                    
18895,199065,DRAMMEN - BERSKOG                       ,NO,+59:45:13,+010:07:25,   8,TG21,20041001,20201231,   22,Hans Olav Hygen                                   
18895,199104,DRAMMEN - BANGELOEKKA                   ,NO,+59:43:52,+010:12:51,  14,TG21,20150629,20201231,   22,Hans Olav Hygen                                   
18895,199508,DRAMMEN - SLETTA                        ,NO,+59:44:40,+010:13:52,   4,TG21,20171102,20201231,   22,Hans Olav Hygen                                   
18895,200761,DRAMMEN - MARIENLYST                    ,NO,+59:44:14,+010:12:07,   3,TG21,19660501,20031030,   22,Hans Olav Hygen                                   
18896,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
18896,199554,NOETTEROEY - FOEYNLAND                  ,NO,+59:14:12,+010:27:22,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18896,200764,SLAGENTANGEN II                         ,NO,+59:19:00,+010:31:00,   3,TG21,19730801,19831230,   22,Hans Olav Hygen                                   
18896,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
18896,211244,TOENSBERG - KARLSVIK                    ,NO,+59:17:39,+010:30:49,   3,TG21,20200519,20201231,   22,Hans Olav Hygen                                   
18901,199294,RYGGE - HUGGENES                        ,NO,+59:23:53,+010:45:15,  35,TG21,20130213,20201231,   22,Hans Olav Hygen                                   
18901,199566,GULLHOLMEN                              ,NO,+59:26:07,+010:34:41,  14,TG21,20100601,20201231,   22,Hans Olav Hygen                                   
18901,200768,JELOEY                                  ,NO,+59:26:19,+010:35:38,  12,TG21,19600801,19900429,   22,Hans Olav Hygen                                   
18902,199709,FV62 EIDSOERA                           ,NO,+62:47:59,+008:09:58,  37,TG21,20150912,20201231,   22,Hans Olav Hygen                                   
18902,200769,TINGVOLL                                ,NO,+62:50:00,+008:18:01,  51,TG21,19321001,19550629,   22,Hans Olav Hygen                                   
18902,200914,TINGVOLL - HANEM                        ,NO,+62:50:26,+008:17:54,  69,TG21,19720701,20081129,   22,Hans Olav Hygen                                   
18902,901227,TINGVOLL-HANEM                          ,NO,+62:50:00,+008:18:00,  69, TG5,19820113,20200229,     ,                    
18903,105468,BODOE VI                                ,NO,+67:16:02,+014:21:32,  11,TG21,19540101,20201231,   22,Hans Olav Hygen                                   
